,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_24,npsf_24,nfa_24,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_28,npsf_28,nfa_28,lumpSum_29,npsf_29,nfa_29,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_change,npsf_change
2019-12-15,2721337.346153846,7199.538461538462,26,70754771.0,187188.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1971690.0,6870.0,287.0,3318536.0,7508.0,442.0,2033395.0,7085.0,287.0,2899584.0,7551.0,384.0,2037700.0,7100.0,287.0,1973699.0,6877.0,287.0,2630784.0,6851.0,384.0,2809227.9999999995,7354.0,382.0,3339279.9999999995,7504.0,445.0,3206670.0,7206.0,445.0,3087812.0,6986.0,442.0,2665978.0,6979.0,382.0,2802870.0,7415.0,378.0,2642688.0,7104.0,372.0,2681748.0,7209.0,372.0,2674680.0,7190.0,372.0,3481968.0,7224.0,482.0,2884863.9999999995,7552.0,382.0,2827944.0,7602.0,372.0,2697000.0000000005,7250.0,372.0,2840964.0,7637.0,372.0,3036880.0,6902.0,440.0,3421880.0,7070.0,484.0,1984031.0,6913.0,287.0,1978578.0,6894.0,287.0,2824320.0,7355.0,384.0,-0.049700189546174056,-0.04962861044967837
2017-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-12-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-11-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-10-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-9-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-8-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-7-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
