,final_address_floor_unit,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform
0,1 PERTH ST|1 巴富街_10_whole floor,1 PERTH ST|1 巴富街,10,whole floor,2009-04-22,CPS 4 ON G/F ,blank,"CPS 4 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2658,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_12_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",12,C,2009-03-09,+RFCPS C12 ON G/F ,blank,"+RFCPS C12 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2659,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_1_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",1,A,2000-02-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2660,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_1_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",1,C,1996-07-17,CPS 1 ON G/F ,blank,"CPS 1 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2661,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_2_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",2,A,1997-01-15,CPS 14 ON G/F ,blank,"CPS 14 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2662,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_2_B","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",2,B,2009-11-30,CPS B2 ON G/F ,blank,"CPS B2 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2663,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_2_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",2,C,2005-01-14,CPS 16 ON G/F ,blank,"CPS 16 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2664,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_3_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",3,A,2017-05-08,CPS A3 ON G/F ,blank,"CPS A3 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2665,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_3_B","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",3,B,1997-10-08,CPS 3 ON G/F ,blank,"CPS 3 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2666,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_3_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",3,C,1999-10-04,CPS C3 ON G/F ,blank,"CPS C3 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2667,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_4_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",4,A,2004-08-17,CPS A4 ON G/F ,blank,"CPS A4 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2668,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_4_B","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",4,B,2001-12-13,CPS B4 ON G/F ,blank,"CPS B4 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2669,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_4_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",4,C,1999-11-11,CPS C4 ON G/F ,blank,"CPS C4 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2670,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_5_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",5,A,1996-06-27,CPS 33 ON G/F ,blank,"CPS 33 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2671,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_6_B","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",6,B,1996-05-23,CPS 6 ON G/F ,blank,"CPS 6 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2672,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_6_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",6,C,2019-05-03,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2673,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_7_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",7,A,1999-02-03,CPS 21 ON G/F ,blank,"CPS 21 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2674,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_7_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",7,C,2011-03-21,CPS C7 ON G/F ,blank,"CPS C7 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2675,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_9_A","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",9,A,1997-05-12,CPS A9 ON G/F ,blank,"CPS A9 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2676,"EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西_9_C","EDWARDIAN HEIGHTS,PRINCE EDWARD RD W|愛華閣,太子道西",9,C,2011-06-08,CPS C9 ON G/F ,blank,"CPS C9 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2677,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,A,2003-10-30,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2678,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,B,2000-12-20,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2679,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,C,2006-07-17,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2680,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,D,2010-07-26,GFA INCL BW:40 SFCPS 14 ON 1/F ,blank,"GFA INCL BW:40 SFCPS 14 ON 1/F ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,
2681,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,E,2017-04-11,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2682,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_10_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",10,F,2006-07-13,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2683,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,A,2006-06-28,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2684,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,B,2019-01-25,blank,BW:20 SF (GI/NE) / ,"blank,BW:20 SF (GI/NE) / ",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2685,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,C,2006-06-21,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2686,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,D,2009-04-15,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2687,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,E,2006-07-26,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2688,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_11_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",11,F,2005-07-20,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2689,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,A,2001-03-12,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2690,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,B,2001-07-18,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2691,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,C,2012-11-28,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2692,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,D,2015-05-20,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2693,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,E,2016-12-30,GFA INCL BW:20 SFBELOW MARKET VALUE ,blank,"GFA INCL BW:20 SFBELOW MARKET VALUE ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,True,,
2694,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_12_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",12,F,2003-10-25,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2695,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,A,2005-03-29,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2696,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,B,2012-04-20,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2697,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,C,2007-11-12,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2698,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,D,2007-11-02,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2699,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,E,2006-07-11,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2700,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_15_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",15,F,2006-06-30,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2701,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,A,2000-12-08,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2702,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,B,2000-12-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2703,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,C,2006-06-28,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2704,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,D,2009-05-11,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2705,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,E,2007-01-10,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2706,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_16_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",16,F,2003-08-30,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2707,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,A,2002-06-08,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2708,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,B,2005-08-05,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2709,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,C,2009-10-21,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2710,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,D,2016-05-10,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2711,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,E,2006-07-26,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2712,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_17_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",17,F,2011-06-20,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2713,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,A,2015-04-30,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2714,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,B,2002-07-22,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2715,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,C,2000-12-09,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2716,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,D,2005-05-26,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2717,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,E,2010-10-29,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2718,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_18_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",18,F,2007-12-13,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2719,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,A,2008-07-08,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2720,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,B,2007-07-18,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2721,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,C,2004-08-11,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2722,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,D,2000-12-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2723,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,E,2009-12-28,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2724,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_19_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",19,F,2009-06-05,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2725,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,A,2002-11-22,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2726,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,B,2007-10-30,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2727,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,C,2005-12-30,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2728,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,D,2019-11-26,blank,BW:40 SF (GI/NE) / ,"blank,BW:40 SF (GI/NE) / ",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2729,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,E,2006-08-02,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2730,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_20_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",20,F,2018-01-17,blank,BW:19 SF (GI/NE) / ,"blank,BW:19 SF (GI/NE) / ",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2731,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,A,2017-03-20,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2732,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,B,2011-09-01,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2733,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_C","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,C,2006-06-30,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2734,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_D","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,D,2001-06-05,GFA INCL BW:40 SF ,blank,"GFA INCL BW:40 SF ,blank",40,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2735,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_E","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,E,2007-10-09,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2736,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_21_F","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",21,F,2005-08-17,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2737,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_22_A","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",22,A,2012-08-13,GFA INCL BW:19 SF ,blank,"GFA INCL BW:19 SF ,blank",19,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
2738,"ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街_22_B","ELLERY TERR,GOOD SHEPHERD ST|雅利德樺臺,牧愛街",22,B,2007-05-25,GFA INCL BW:20 SF ,blank,"GFA INCL BW:20 SF ,blank",20,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
