,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,47A STUBBS RD|47A 司徒拔道,12,B,1997-05-27,+F/R+RFCPS 17 ,blank,"+F/R+RFCPS 17 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_12_B
581,"BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道",2,52,2000-01-03,CPS 5556 ,blank,"CPS 5556 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道_2_52"
582,47A STUBBS RD|47A 司徒拔道,7,A,1999-12-19,CPS 1 ,blank,"CPS 1 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_7_A
583,47A STUBBS RD|47A 司徒拔道,7,A,2000-01-03,CPS 1 ,blank,"CPS 1 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_7_A
584,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",16,2,1977-01-21,CPS G8 ON G/FPREVIOUSLY REGD. BYM/N 1340366 ,blank,"CPS G8 ON G/FPREVIOUSLY REGD. BYM/N 1340366 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_16_2"
588,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",19,2,2000-01-07,CPS 25 ON CP2/F ,blank,"CPS 25 ON CP2/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_19_2"
590,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",5,1,2000-01-20,CPS 6 ON CPL3/F ,blank,"CPS 6 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_5_1"
591,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",14,2,2000-02-02,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_14_2"
594,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",20,2,2000-02-03,CPS 10CPS 270 ,blank,"CPS 10CPS 270 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_20_2"
595,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道",4,A,2000-02-25,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道_4_A"
597,"CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道",3,B,2000-03-08,CPS 7 ON G/F ,blank,"CPS 7 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道_3_B"
599,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",15,1,2000-03-09,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_15_1"
603,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",2,1,2000-03-29,+BAL ,blank,"+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_2_1"
604,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",27,1,2000-03-20,CPS 3131A ON CPL1/F ,blank,"CPS 3131A ON CPL1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_27_1"
606,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",23,2,2000-04-07,CPS 12 ON CPL3/F ,blank,"CPS 12 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_23_2"
609,47A STUBBS RD|47A 司徒拔道,5,B,2000-04-15,CPS 23 ,blank,"CPS 23 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_5_B
610,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",4,1,2000-04-11,CPS G115 ON G/F+BAL ,blank,"CPS G115 ON G/F+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_4_1"
613,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",9,1,2000-04-20,CPS 14 ON CPL3/F ,blank,"CPS 14 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_9_1"
615,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道",1,1,2000-04-25,CPS 14 ,blank,"CPS 14 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道_1_1"
616,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道",6,61,2000-04-20,CPS 10 ,blank,"CPS 10 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道_6_61"
619,47A STUBBS RD|47A 司徒拔道,5,B,1997-10-08,CPS 23 ,blank,"CPS 23 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_5_B
621,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",20,2,2000-04-20,CPS 329345 ON 3/F ,blank,"CPS 329345 ON 3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_20_2"
623,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",11,2,2000-05-08,CPS 239240 ,blank,"CPS 239240 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_11_2"
626,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",18,2,2000-05-26,CPS 26 ON CPL3/F ,blank,"CPS 26 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_18_2"
627,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",20,2,2000-05-29,CPS 345CPS 329 ON 3/F+RF ,blank,"CPS 345CPS 329 ON 3/F+RF ,blank",,False,,False,,,False,,True,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_20_2"
628,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",19,1,2000-05-29,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_19_1"
629,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",19,2,2000-05-31,CPS G27G42 ON G/FCPS 309 ON 3/F+BAL ,blank,"CPS G27G42 ON G/FCPS 309 ON 3/F+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_19_2"
633,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",15,2,2000-06-08,CPS 286 ,blank,"CPS 286 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_15_2"
636,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",10,1,2000-07-18,CPS 325+BAL ,blank,"CPS 325+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_10_1"
637,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",15,2,2000-08-01,CPS 286 ,blank,"CPS 286 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_15_2"
641,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道",4,2,2000-08-12,CPS B19 ON G/F ,blank,"CPS B19 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道_4_2"
644,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",15,1,2000-08-23,CPS G60 ON G/F ,blank,"CPS G60 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_15_1"
645,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",3,1,2000-08-16,CPS 170 ,blank,"CPS 170 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_3_1"
646,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道",1,1,2000-08-28,CPS 204 ON 2/F+BAL ,blank,"CPS 204 ON 2/F+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道_1_1"
648,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",9,1,2000-09-04,CPS 130 ,blank,"CPS 130 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_9_1"
650,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",17,2,2000-09-11,CPS G92 ON G/F ,blank,"CPS G92 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_17_2"
651,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",5,2,2000-09-12,CPS 327 ,blank,"CPS 327 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_5_2"
652,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道",3,6,2000-09-21,CPS 9 ,blank,"CPS 9 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道_3_6"
655,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",5,A,2000-10-27,CPS 16 ,blank,"CPS 16 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_5_A"
657,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,9,A,2000-10-27,+ONE UNCOVERED CPS ,blank,"+ONE UNCOVERED CPS ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_9_A
659,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道",3,6,2000-11-01,CPS 9 ,blank,"CPS 9 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道_3_6"
662,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,12,B,2000-11-08,+RF+2 CPS ,blank,"+RF+2 CPS ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_12_B
663,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,12,A,2000-11-08,+RF+1 CPS ,blank,"+RF+1 CPS ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_12_A
664,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",10,1,2000-11-22,CPS 255 ,blank,"CPS 255 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_10_1"
672,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",2,1,2000-12-20,CPS 2 ,blank,"CPS 2 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_2_1"
675,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道",2,C,2000-12-28,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道_2_C"
677,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道",6,A,2001-01-15,CPS 6A ON LG/F ,blank,"CPS 6A ON LG/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道_6_A"
679,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道",5,52,2001-01-15,CPS 9 ON G/F ,blank,"CPS 9 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道_5_52"
680,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",19,2,2000-12-30,CPS 132 ON 1/F ,blank,"CPS 132 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_19_2"
689,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",19,2,2001-02-16,CPS 132 ON 1/F ,blank,"CPS 132 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_19_2"
690,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道",5,1,2001-02-26,CPS B6 ON G/F ,blank,"CPS B6 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道_5_1"
693,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",22,1,2001-03-06,CPS 8 ON CPL1/F ,blank,"CPS 8 ON CPL1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_22_1"
697,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,5,B,2001-04-07,+CPS 3A & 5B ,blank,"+CPS 3A & 5B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_5_B
701,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",19,1,2001-05-04,CPS 135 ON 1/FBAL ,blank,"CPS 135 ON 1/FBAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_19_1"
704,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",10,2,2001-05-08,CPS 1 ON CPL3/F ,blank,"CPS 1 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_10_2"
707,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",14,1,2001-05-14,CPS 4 ON CP3/F ,blank,"CPS 4 ON CP3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_14_1"
708,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道",9,1,2001-05-15,BALCPS 257 ,blank,"BALCPS 257 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道_9_1"
711,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道",1,2,2001-06-04,CPS C14 ,blank,"CPS C14 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道_1_2"
712,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道",2,4,2001-06-19,CPS 8 ,blank,"CPS 8 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block A),COOMBE RD|嘉樂園A座,甘道_2_4"
713,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",14,2,2001-06-19,CPS 211 ,blank,"CPS 211 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_14_2"
717,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道",6,B,2001-07-09,CPS 6B ,blank,"CPS 6B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道_6_B"
720,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",6,A7,2001-07-11,CPS A4 ,blank,"CPS A4 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_6_A7"
725,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",1,A2,2001-07-20,CPS A1 ,blank,"CPS A1 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_1_A2"
726,47A STUBBS RD|47A 司徒拔道,6,A & B,2001-03-21,CPS 4-6181929ABOVE MARKET VALUE ,blank,"CPS 4-6181929ABOVE MARKET VALUE ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_6_A & B
727,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",11,1,2001-07-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_11_1"
729,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道",4,7,2001-06-07,CPS 19 ,blank,"CPS 19 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道_4_7"
730,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道",4,7,2001-06-07,CPS 19 ,blank,"CPS 19 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道_4_7"
731,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道",4,7,2001-06-07,CPS 19 ,blank,"CPS 19 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block B),COOMBE RD|嘉樂園B座,甘道_4_7"
732,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",11,1,2001-08-16,CPS 187 ,blank,"CPS 187 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_11_1"
736,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道",7,2,2001-08-31,CPS 219 ON 2/F+BAL ,blank,"CPS 219 ON 2/F+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道_7_2"
737,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",7,2,2001-08-22,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_7_2"
738,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",7,2,2001-09-04,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_7_2"
739,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",2,2,2001-09-02,CPS 2122 ,blank,"CPS 2122 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_2_2"
741,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",2,2,2001-09-02,CPS 2122 ,blank,"CPS 2122 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_2_2"
748,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",2,2,2001-10-23,CPS 2122 ,blank,"CPS 2122 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_2_2"
751,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",10,1,2001-11-02,CPS 7 ON CP3/F ,blank,"CPS 7 ON CP3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_10_1"
752,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道",6,B,2001-07-09,CPS 6BPREVIOUSLY REGD. BYM/N 8439054 ,blank,"CPS 6BPREVIOUSLY REGD. BYM/N 8439054 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道_6_B"
758,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",19,1,2001-12-07,CPS 128 ON 1/F ,blank,"CPS 128 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_19_1"
760,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道",5,A,2001-12-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道_5_A"
762,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",4,2,2001-12-17,CPS 148 ,blank,"CPS 148 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_4_2"
764,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",2,A3,2002-01-21,CPS A2 ,blank,"CPS A2 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_2_A3"
769,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道",2,22,2002-02-11,CPS 12 ON G/F ,blank,"CPS 12 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道_2_22"
770,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",9,1,2002-02-08,CPS G117 ON G/F+BAL ,blank,"CPS G117 ON G/F+BAL ,blank",,False,,True,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_9_1"
