,final_address_floor_unit,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform
0,1 CHING LIN TERR|1 青蓮臺_1_B,1 CHING LIN TERR|1 青蓮臺,1,B,2017-10-20,UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank,"UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
110,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_12_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",12,C,2009-06-08,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
111,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_13_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",13,A,2016-07-05,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
112,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_13_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",13,B,2017-03-13,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
113,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_13_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",13,C,2005-11-15,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
114,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_15_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",15,A,2006-05-24,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
115,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_15_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",15,B,2014-08-29,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
116,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_15_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",15,C,2006-04-26,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
117,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_16_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",16,A,2010-10-28,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
118,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_16_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",16,B,2008-12-30,GFA INCL BW:19 SFAREA INCL BAL:22 SF&UTILITY PLATFORM:16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF&UTILITY PLATFORM:16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
119,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_16_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",16,C,2006-04-21,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
120,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_17_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",17,A,2016-10-30,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
121,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_17_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",17,B,2018-08-24,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",19,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
122,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_17_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",17,C,2006-03-29,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
123,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_18_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",18,A,2006-08-22,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
124,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_18_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",18,B,2012-08-10,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
125,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_18_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",18,C,2006-06-27,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
126,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_19_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",19,A,2020-11-28,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
127,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_19_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",19,B,2010-02-03,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
128,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_19_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",19,C,2006-03-07,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
129,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_20_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",20,A,2006-09-04,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
130,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_20_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",20,B,2017-10-06,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",19,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
131,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_20_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",20,C,2012-09-26,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
132,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_21_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",21,A,2006-03-30,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
133,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_21_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",21,B,2017-06-15,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
134,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_21_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",21,C,2009-11-16,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
135,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_22_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",22,A,2017-02-16,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
136,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_22_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",22,B,2010-08-31,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
137,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_22_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",22,C,2006-04-08,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
138,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_23_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",23,A,2015-09-02,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
139,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_23_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",23,B,2018-05-28,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",19,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
140,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_23_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",23,C,2019-04-23,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
141,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_25_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",25,A,2012-08-13,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
142,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_25_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",25,B,2013-08-21,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
143,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_25_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",25,C,2005-11-07,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SFCPS P1 ON L1/F ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SFCPS P1 ON L1/F ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,True,False,False,,16
144,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_26_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",26,A,2019-04-18,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
145,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_26_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",26,B,2012-03-02,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
146,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_26_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",26,C,2006-09-06,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
147,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_27_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",27,A,2005-11-05,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
148,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_27_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",27,B,2006-09-20,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
149,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_27_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",27,C,2019-01-18,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
150,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_28_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",28,A,2018-07-05,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
151,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_28_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",28,B,2006-08-16,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
152,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_28_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",28,C,2015-04-30,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
153,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_29_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",29,A,2006-08-31,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM:16 SF+TERR:71 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM:16 SF+TERR:71 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
154,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_29_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",29,B,2008-03-13,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM:16SF+TERR:70 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM:16SF+TERR:70 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
155,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_2_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",2,A,2009-09-02,GFA INCL BW:23 SF+F/R:1619 SFCPS P8 ON L1/F ,blank,"GFA INCL BW:23 SF+F/R:1619 SFCPS P8 ON L1/F ,blank",23,False,,False,1619,,False,,False,,,False,,False,,False,,False,,False,True,False,False,1619,
156,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_2_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",2,B,2009-11-06,GFA INCL BW:23 SF+F/R:1682 SF ,blank,"GFA INCL BW:23 SF+F/R:1682 SF ,blank",23,False,,False,1682,,False,,False,,,False,,False,,False,,False,,False,False,False,False,1682,
157,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_3_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",3,A,2018-01-09,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
158,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_3_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",3,B,2013-12-23,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
159,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_3_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",3,C,2006-10-12,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
160,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_5_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",5,A,2012-02-29,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
161,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_5_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",5,B,2017-11-01,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",19,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
162,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_5_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",5,C,2018-01-11,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,"blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ",23,False,22,False,,,False,,False,16,16,False,,False,,False,,False,,False,False,False,False,,16
163,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_6_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",6,A,2012-07-16,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
164,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_6_B","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",6,B,2012-10-05,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",19,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
165,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_6_C","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",6,C,2006-03-01,GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
166,"60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道_7_A","60 VICTORIA RD,VICTORIA RD|域多利道60號,域多利道",7,A,2013-10-15,GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:23 SFAREA INCL BAL:22 SFUTILITY PLATFORM16SF ,blank",23,False,22,False,,,False,,False,16,,False,,False,,False,,False,,False,False,False,False,,16
