,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5115434.277777778,15598.166666666666,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7215320.0,14120.0,511.0,4580840.0,15796.0,290.0,4482564.0,15404.0,291.0,3731616.0000000005,17276.0,216.0,7086852.0,14582.0,486.0,4307400.0,14358.0,300.0,4813668.0,14857.0,324.0,5296704.0,15764.0,336.0,5450192.0,15224.0,358.0,4772917.0,15347.0,311.0,4707845.0,15335.0,307.0,5026512.0,16008.0,314.0,4727807.0,15707.0,301.0,4092880.0,18604.0,220.0,6157422.0,14873.0,414.0,6103968.0,14673.0,416.0,4822700.0,16630.0,290.0,4700610.0,16209.0,290.0,,0.01018331268376671,0.010185798169362714
2017-6-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-5-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-4-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-3-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-2-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-1-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-12-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-11-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-10-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-9-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-8-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-7-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-6-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-5-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-4-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-3-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-2-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2016-1-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,331.94444444444446,,
