,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
16220,19052401230185,ASP,2019-05-06,RES,blank,1966/12,3.75,0,503,0,7455,PORTION OF F/R ABOVE LG/F                                                                                ,blank,5551431,19052401230185,B,,blank,blank,blank,blank,blank,blank,VILLAGE RD,山村道,58,blank,HHV,IL2551sB,||Phase |Block ,山村道|Phase|Block,山村道|Phase|Block|G|B,跑馬地/黃泥涌,1966,54,blankblank,58 VILLAGE RD|山村道,58 VILLAGE RD,58 山村道,58 山村道,58 VILLAGE RD,58 VILLAGE RD|山村道,VILLAGE RDblankblankblank|Phaseblank|Blockblank|G|Bconsid3.75,G,近乎零,高層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16187,19051400560059,ASP,2019-04-29,RES,blank,1993/03,29.0,1527,1222,18991,23732,blank,BW:55 SF (GI/NE) / ,5542425,19051400560059,C,18.0,blank,blank,THE BROADVILLE,樂活臺,blank,blank,BROADWOOD RD,樂活道,4,blank,HHV,IL2060RP,|THE BROADVILLE樂活臺|Phase |Block ,樂活道THE BROADVILLE樂活臺|Phase|Block,樂活道THE BROADVILLE樂活臺|Phase|Block|18|C,跑馬地/黃泥涌,1993,27,THE BROADVILLE樂活臺,4 BROADWOOD RD|樂活道,4 BROADWOOD RD,4 樂活道,"樂活臺,樂活道","THE BROADVILLE,BROADWOOD RD","THE BROADVILLE,BROADWOOD RD|樂活臺,樂活道",BROADWOOD RDblankTHE BROADVILLE樂活臺|Phaseblank|Blockblank|18|Cconsid29.0,18,低,高層,南,呂字型,有,單位實用四正 交通方便 配套完善
16632,20072400480017,ASP,2020-07-13,RES,CP,1987/06,29.0,1211,1106,23947,26221,blank,blank,5744696,20072400480017,12,16.0,D,blank,VICWOOD COURT,維德閣,VILLA LOTTO,樂陶苑,BROADWOOD RD,樂活道,18,blank,HHV,IL8525,VILLA LOTTO|VICWOOD COURT維德閣|Phase |Block D,樂活道VILLA LOTTOVICWOOD COURT維德閣|Phase|BlockD,樂活道VILLA LOTTOVICWOOD COURT維德閣|Phase|BlockD|16|12,跑馬地/黃泥涌,1987,33,VICWOOD COURT維德閣,18 BROADWOOD RD|樂活道,18 BROADWOOD RD,18 樂活道,"維德閣,樂陶苑,樂活道","VICWOOD COURT,VILLA LOTTO,BROADWOOD RD","VICWOOD COURT,VILLA LOTTO,BROADWOOD RD|維德閣,樂陶苑,樂活道",BROADWOOD RDVILLA LOTTOVICWOOD COURT維德閣|Phaseblank|BlockD|16|12consid29.0,16,低,中層,東南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16092,19032700270015,ASP,2019-03-15,RES,CP,1988/06,29.0,1340,1145,21642,25328,blank,blank,5516101,19032700270015,1,16.0,B,blank,blank,blank,VILLA ROCHA,樂翠台,BROADWOOD RD,樂活道,10,blank,HHV,IL8524,VILLA ROCHA||Phase |Block B,樂活道VILLA ROCHA|Phase|BlockB,樂活道VILLA ROCHA|Phase|BlockB|16|1,跑馬地/黃泥涌,1988,32,blankblank,10 BROADWOOD RD|樂活道,10 BROADWOOD RD,10 樂活道,"樂翠台B座,樂活道","VILLA ROCHA(BLOCK B),BROADWOOD RD","VILLA ROCHA(Block B),BROADWOOD RD|樂翠台B座,樂活道",BROADWOOD RDVILLA ROCHAblankblank|Phaseblank|BlockB|16|1consid29.0,16,低,中層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16434,19123100710010,ASP,2019-12-13,RES,CP,1988/12,29.18,1354,1087,21551,26845,blank,BW:36 SF (GI/NE) / ,5657697,19123100710010,2,23.0,E,blank,blank,blank,BEVERLY HILL,比華利山,BROADWOOD RD,樂活道,6,blank,HHV,IL1946RP,BEVERLY HILL||Phase |Block E,樂活道BEVERLY HILL|Phase|BlockE,樂活道BEVERLY HILL|Phase|BlockE|23|2,跑馬地/黃泥涌,1988,32,blankblank,6 BROADWOOD RD|樂活道,6 BROADWOOD RD,6 樂活道,"比華利山E座,樂活道","BEVERLY HILL(BLOCK E),BROADWOOD RD","BEVERLY HILL(Block E),BROADWOOD RD|比華利山E座,樂活道",BROADWOOD RDBEVERLY HILLblankblank|Phaseblank|BlockE|23|2consid29.18,23,低,高層,北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16340,19091102150040,ASP,2019-08-27,RES,CP,1973/01,29.5,0,1420,0,20775,blank,blank,5610862,19091102150040,B,14.0,blank,blank,FINE MANS,豐寧大廈,blank,blank,VILLAGE RD,山村道,32,40,HHV,IL2981,|FINE MANS豐寧大廈|Phase |Block ,山村道FINE MANS豐寧大廈|Phase|Block,山村道FINE MANS豐寧大廈|Phase|Block|14|B,跑馬地/黃泥涌,1973,47,FINE MANS豐寧大廈,32-40 VILLAGE RD|山村道,32-40 VILLAGE RD,32-40 山村道,"豐寧大廈,山村道","FINE MANS,VILLAGE RD","FINE MANS,VILLAGE RD|豐寧大廈,山村道",VILLAGE RDblankFINE MANS豐寧大廈|Phaseblank|Blockblank|14|Bconsid29.5,14,中,中層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16355,19093002260018,ASP,2019-09-16,RES,CP,1987/06,29.6,1225,1118,24163,26476,blank,blank,5618634,19093002260018,10,20.0,C,blank,LANDWOOD COURT,維勝閣,VILLA LOTTO,樂陶苑,BROADWOOD RD,樂活道,18,blank,HHV,IL8525,VILLA LOTTO|LANDWOOD COURT維勝閣|Phase |Block C,樂活道VILLA LOTTOLANDWOOD COURT維勝閣|Phase|BlockC,樂活道VILLA LOTTOLANDWOOD COURT維勝閣|Phase|BlockC|20|10,跑馬地/黃泥涌,1987,33,LANDWOOD COURT維勝閣,18 BROADWOOD RD|樂活道,18 BROADWOOD RD,18 樂活道,"維勝閣,樂陶苑,樂活道","LANDWOOD COURT,VILLA LOTTO,BROADWOOD RD","LANDWOOD COURT,VILLA LOTTO,BROADWOOD RD|維勝閣,樂陶苑,樂活道",BROADWOOD RDVILLA LOTTOLANDWOOD COURT維勝閣|Phaseblank|BlockC|20|10consid29.6,20,低,高層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16392,19111800250109,ASP,2019-11-07,RES,blank,1993/03,30.0,1531,1225,19595,24490,blank,BW:55 SF (GI/NE) / RF:780 SF / ,5640565,19111800250109,D,29.0,blank,blank,THE BROADVILLE,樂活臺,blank,blank,BROADWOOD RD,樂活道,4,blank,HHV,IL2060RP,|THE BROADVILLE樂活臺|Phase |Block ,樂活道THE BROADVILLE樂活臺|Phase|Block,樂活道THE BROADVILLE樂活臺|Phase|Block|29|D,跑馬地/黃泥涌,1993,27,THE BROADVILLE樂活臺,4 BROADWOOD RD|樂活道,4 BROADWOOD RD,4 樂活道,"樂活臺,樂活道","THE BROADVILLE,BROADWOOD RD","THE BROADVILLE,BROADWOOD RD|樂活臺,樂活道",BROADWOOD RDblankTHE BROADVILLE樂活臺|Phaseblank|Blockblank|29|Dconsid30.0,29,低,高層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16404,19112200570126,ASP,2019-11-04,RES,CP,1987/06,30.0,1225,1118,24490,26834,blank,blank,5643446,19112200570126,11,17.0,D,blank,VICWOOD COURT,維德閣,VILLA LOTTO,樂陶苑,BROADWOOD RD,樂活道,18,blank,HHV,IL8525,VILLA LOTTO|VICWOOD COURT維德閣|Phase |Block D,樂活道VILLA LOTTOVICWOOD COURT維德閣|Phase|BlockD,樂活道VILLA LOTTOVICWOOD COURT維德閣|Phase|BlockD|17|11,跑馬地/黃泥涌,1987,33,VICWOOD COURT維德閣,18 BROADWOOD RD|樂活道,18 BROADWOOD RD,18 樂活道,"維德閣,樂陶苑,樂活道","VICWOOD COURT,VILLA LOTTO,BROADWOOD RD","VICWOOD COURT,VILLA LOTTO,BROADWOOD RD|維德閣,樂陶苑,樂活道",BROADWOOD RDVILLA LOTTOVICWOOD COURT維德閣|Phaseblank|BlockD|17|11consid30.0,17,低,低層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16540,20052700340033,ASP,2020-05-19,RES,CP,1961/03,30.00800000000001,0,1133,0,26485,blank,blank,5713350,20052700340033,4,7.0,A,blank,JARDINE'S LOOKOUT GDN MANS,渣甸山花園大廈,blank,blank,TAI HANG RD,大坑道,148,150,HHV,IL2838,|JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase |Block A,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockA,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockA|7|4,跑馬地/黃泥涌,1961,59,JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈,148-150 TAI HANG RD|大坑道,148-150 TAI HANG RD,148-150 大坑道,"渣甸山花園大廈,大坑道","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD|渣甸山花園大廈,大坑道",TAI HANG RDblankJARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phaseblank|BlockA|7|4consid30.008000000000006,7,高,低層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16062,19030501120054,ASP,2019-02-25,RES,blank,2016/09,30.7906,0,877,0,35109,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5506506,19030501120054,A,27.0,blank,blank,REGENT HILL,壹鑾,blank,blank,LUN HING ST,聯興街,1,blank,HHV,IL2636RP /,|REGENT HILL壹鑾|Phase |Block ,聯興街REGENT HILL壹鑾|Phase|Block,聯興街REGENT HILL壹鑾|Phase|Block|27|A,跑馬地/黃泥涌,2016,4,REGENT HILL壹鑾,1 LUN HING ST|聯興街,1 LUN HING ST,1 聯興街,"壹鑾,聯興街","REGENT HILL,LUN HING ST","REGENT HILL,LUN HING ST|壹鑾,聯興街",LUN HING STblankREGENT HILL壹鑾|Phaseblank|Blockblank|27|Aconsid30.7906,27,近乎零,低層,南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16396,19111900040014,ASP,2019-11-12,RES,CP,1988/06,31.0,1340,1131,23134,27409,blank,blank,5641164,19111900040014,4,26.0,A,blank,blank,blank,VILLA ROCHA,樂翠台,BROADWOOD RD,樂活道,10,blank,HHV,IL8524,VILLA ROCHA||Phase |Block A,樂活道VILLA ROCHA|Phase|BlockA,樂活道VILLA ROCHA|Phase|BlockA|26|4,跑馬地/黃泥涌,1988,32,blankblank,10 BROADWOOD RD|樂活道,10 BROADWOOD RD,10 樂活道,"樂翠台A座,樂活道","VILLA ROCHA(BLOCK A),BROADWOOD RD","VILLA ROCHA(Block A),BROADWOOD RD|樂翠台A座,樂活道",BROADWOOD RDVILLA ROCHAblankblank|Phaseblank|BlockA|26|4consid31.0,26,低,高層,東北,四正,有,單位實用四正 交通方便 配套完善
16622,20072100840011,ASP,2020-07-14,RES,CP,1963/11,31.0,0,1455,0,21306,blank,blank,5742479,20072100840011,A,2.0,blank,blank,WAN CHOI YUEN,環翠園,blank,blank,TAI HANG RD,大坑道,325,331,HHV,IL7857,|WAN CHOI YUEN環翠園|Phase |Block ,大坑道WAN CHOI YUEN環翠園|Phase|Block,大坑道WAN CHOI YUEN環翠園|Phase|Block|2|A,跑馬地/黃泥涌,1963,57,WAN CHOI YUEN環翠園,325-331 TAI HANG RD|大坑道,325-331 TAI HANG RD,325-331 大坑道,"環翠園,大坑道","WAN CHOI YUEN,TAI HANG RD","WAN CHOI YUEN,TAI HANG RD|環翠園,大坑道",TAI HANG RDblankWAN CHOI YUEN環翠園|Phaseblank|Blockblank|2|Aconsid31.0,2,高,低層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
16304,19080201570023,ASP,2019-07-15,RES,CP,1987/06,31.3,1225,1118,25551,27996,blank,blank,5591535,19080201570023,7,22.0,C,blank,LANDWOOD COURT,維勝閣,VILLA LOTTO,樂陶苑,BROADWOOD RD,樂活道,18,blank,HHV,IL8525,VILLA LOTTO|LANDWOOD COURT維勝閣|Phase |Block C,樂活道VILLA LOTTOLANDWOOD COURT維勝閣|Phase|BlockC,樂活道VILLA LOTTOLANDWOOD COURT維勝閣|Phase|BlockC|22|7,跑馬地/黃泥涌,1987,33,LANDWOOD COURT維勝閣,18 BROADWOOD RD|樂活道,18 BROADWOOD RD,18 樂活道,"維勝閣,樂陶苑,樂活道","LANDWOOD COURT,VILLA LOTTO,BROADWOOD RD","LANDWOOD COURT,VILLA LOTTO,BROADWOOD RD|維勝閣,樂陶苑,樂活道",BROADWOOD RDVILLA LOTTOLANDWOOD COURT維勝閣|Phaseblank|BlockC|22|7consid31.3,22,低,低層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16282,19062800980028,ASP,2019-06-17,RES,CP,1988/06,32.0,1340,1144,23881,27972,blank,blank,5573710,19062800980028,4,22.0,B,blank,blank,blank,VILLA ROCHA,樂翠台,BROADWOOD RD,樂活道,10,blank,HHV,IL8524,VILLA ROCHA||Phase |Block B,樂活道VILLA ROCHA|Phase|BlockB,樂活道VILLA ROCHA|Phase|BlockB|22|4,跑馬地/黃泥涌,1988,32,blankblank,10 BROADWOOD RD|樂活道,10 BROADWOOD RD,10 樂活道,"樂翠台B座,樂活道","VILLA ROCHA(BLOCK B),BROADWOOD RD","VILLA ROCHA(Block B),BROADWOOD RD|樂翠台B座,樂活道",BROADWOOD RDVILLA ROCHAblankblank|Phaseblank|BlockB|22|4consid32.0,22,低,低層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16055,19022101800271,ASP,2019-01-28,RES,blank,1961/03,33.2,0,1411,0,23529,blank,blank,5501960,19022101800271,1,7.0,B,blank,JARDINE'S LOOKOUT GDN MANS,渣甸山花園大廈,blank,blank,TAI HANG RD,大坑道,148,150,HHV,IL2838,|JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase |Block B,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB|7|1,跑馬地/黃泥涌,1961,59,JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈,148-150 TAI HANG RD|大坑道,148-150 TAI HANG RD,148-150 大坑道,"渣甸山花園大廈,大坑道","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD|渣甸山花園大廈,大坑道",TAI HANG RDblankJARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phaseblank|BlockB|7|1consid33.2,7,高,中層,南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16320,19082000180277,ASP,2019-07-25,RES,CP,1961/03,33.5,0,1411,0,23742,blank,blank,5601361,19082000180277,1,4.0,B,blank,JARDINE'S LOOKOUT GDN MANS,渣甸山花園大廈,blank,blank,TAI HANG RD,大坑道,148,150,HHV,IL2838,|JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase |Block B,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB|4|1,跑馬地/黃泥涌,1961,59,JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈,148-150 TAI HANG RD|大坑道,148-150 TAI HANG RD,148-150 大坑道,"渣甸山花園大廈,大坑道","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD|渣甸山花園大廈,大坑道",TAI HANG RDblankJARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phaseblank|BlockB|4|1consid33.5,4,高,中層,東南,沒資料,有,單位實用四正 交通方便 配套完善
16245,19060501720111,ASP,2019-05-28,RES,blank,2016/09,33.625,0,877,0,38341,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5560347,19060501720111,A,29.0,blank,blank,REGENT HILL,壹鑾,blank,blank,LUN HING ST,聯興街,1,blank,HHV,IL2636RP /,|REGENT HILL壹鑾|Phase |Block ,聯興街REGENT HILL壹鑾|Phase|Block,聯興街REGENT HILL壹鑾|Phase|Block|29|A,跑馬地/黃泥涌,2016,4,REGENT HILL壹鑾,1 LUN HING ST|聯興街,1 LUN HING ST,1 聯興街,"壹鑾,聯興街","REGENT HILL,LUN HING ST","REGENT HILL,LUN HING ST|壹鑾,聯興街",LUN HING STblankREGENT HILL壹鑾|Phaseblank|Blockblank|29|Aconsid33.625,29,近乎零,中層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16285,19070200140041,ASP,2019-06-18,RES,CP,1963/11,34.4,0,1560,0,22051,blank,blank,5574465,19070200140041,C,3.0,blank,blank,WAN CHOI YUEN,環翠園,blank,blank,TAI HANG RD,大坑道,325,331,HHV,IL7857,|WAN CHOI YUEN環翠園|Phase |Block ,大坑道WAN CHOI YUEN環翠園|Phase|Block,大坑道WAN CHOI YUEN環翠園|Phase|Block|3|C,跑馬地/黃泥涌,1963,57,WAN CHOI YUEN環翠園,325-331 TAI HANG RD|大坑道,325-331 TAI HANG RD,325-331 大坑道,"環翠園,大坑道","WAN CHOI YUEN,TAI HANG RD","WAN CHOI YUEN,TAI HANG RD|環翠園,大坑道",TAI HANG RDblankWAN CHOI YUEN環翠園|Phaseblank|Blockblank|3|Cconsid34.4,3,高,高層,東北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16097,19032800880015,ASP,2019-03-20,RES,blank,1958/12,35.0,0,1553,0,22537,+RF ,blank,5516991,19032800880015,F,4.0,blank,blank,SHUK YUEN BLDG,菽園新臺,blank,blank,GREEN LANE,箕璉坊,2,blank,HHV,IL4954,|SHUK YUEN BLDG菽園新臺|Phase |Block ,箕璉坊SHUK YUEN BLDG菽園新臺|Phase|Block,箕璉坊SHUK YUEN BLDG菽園新臺|Phase|Block|4|F,跑馬地/黃泥涌,1958,62,SHUK YUEN BLDG菽園新臺,2 GREEN LANE|箕璉坊,2 GREEN LANE,2 箕璉坊,"菽園新臺,箕璉坊","SHUK YUEN BLDG,GREEN LANE","SHUK YUEN BLDG,GREEN LANE|菽園新臺,箕璉坊",GREEN LANEblankSHUK YUEN BLDG菽園新臺|Phaseblank|Blockblank|4|Fconsid35.0,4,高,高層,北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16281,19062602350097,ASP,2019-06-20,RES,blank,2002/03,35.3,1206,942,29270,37473,blank,BW:23 SF (GI/NE) / ,5572247,19062602350097,B,13.0,9,blank,blank,blank,THE LEIGHTON HILL,禮頓山,BROADWOOD RD,樂活道,2B,blank,HHV,IL8882RP / IL8882sA,THE LEIGHTON HILL||Phase |Block 9,樂活道THE LEIGHTON HILL|Phase|Block9,樂活道THE LEIGHTON HILL|Phase|Block9|13|B,跑馬地/黃泥涌,2002,18,blankblank,2B BROADWOOD RD|樂活道,2B BROADWOOD RD,2B 樂活道,"禮頓山9座,樂活道","THE LEIGHTON HILL(BLOCK 9),BROADWOOD RD","THE LEIGHTON HILL(Block 9),BROADWOOD RD|禮頓山9座,樂活道",BROADWOOD RDTHE LEIGHTON HILLblankblank|Phaseblank|Block9|13|Bconsid35.3,13,很低,中層,南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16593,20062602290016,ASP,2020-06-03,RES,CP,1988/12,36.28,1624,1376,22340,26366,blank,BW:44 SF (GI/NE) / ,5730044,20062602290016,2,14.0,F,blank,blank,blank,BEVERLY HILL,比華利山,BROADWOOD RD,樂活道,6,blank,HHV,IL1946RP,BEVERLY HILL||Phase |Block F,樂活道BEVERLY HILL|Phase|BlockF,樂活道BEVERLY HILL|Phase|BlockF|14|2,跑馬地/黃泥涌,1988,32,blankblank,6 BROADWOOD RD|樂活道,6 BROADWOOD RD,6 樂活道,"比華利山F座,樂活道","BEVERLY HILL(BLOCK F),BROADWOOD RD","BEVERLY HILL(Block F),BROADWOOD RD|比華利山F座,樂活道",BROADWOOD RDBEVERLY HILLblankblank|Phaseblank|BlockF|14|2consid36.28,14,低,高層,西南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16224,19052702140158,ASP,2019-05-17,RES,CP,1988/12,36.8,1734,1471,21223,25017,blank,BW:48 SF (GI/NE) / ,5553235,19052702140158,2,5.0,D,blank,blank,blank,BEVERLY HILL,比華利山,BROADWOOD RD,樂活道,6,blank,HHV,IL1946RP,BEVERLY HILL||Phase |Block D,樂活道BEVERLY HILL|Phase|BlockD,樂活道BEVERLY HILL|Phase|BlockD|5|2,跑馬地/黃泥涌,1988,32,blankblank,6 BROADWOOD RD|樂活道,6 BROADWOOD RD,6 樂活道,"比華利山D座,樂活道","BEVERLY HILL(BLOCK D),BROADWOOD RD","BEVERLY HILL(Block D),BROADWOOD RD|比華利山D座,樂活道",BROADWOOD RDBEVERLY HILLblankblank|Phaseblank|BlockD|5|2consid36.8,5,低,中層,北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16303,19080200290129,ASP,2019-07-23,RES,blank,2002/03,37.4,1206,942,31012,39703,blank,BW:23 SF (GI/NE) / ,5591223,19080200290129,B,9.0,1,blank,blank,blank,THE LEIGHTON HILL,禮頓山,BROADWOOD RD,樂活道,2B,blank,HHV,IL8882RP / IL8882sA,THE LEIGHTON HILL||Phase |Block 1,樂活道THE LEIGHTON HILL|Phase|Block1,樂活道THE LEIGHTON HILL|Phase|Block1|9|B,跑馬地/黃泥涌,2002,18,blankblank,2B BROADWOOD RD|樂活道,2B BROADWOOD RD,2B 樂活道,"禮頓山1座,樂活道","THE LEIGHTON HILL(BLOCK 1),BROADWOOD RD","THE LEIGHTON HILL(Block 1),BROADWOOD RD|禮頓山1座,樂活道",BROADWOOD RDTHE LEIGHTON HILLblankblank|Phaseblank|Block1|9|Bconsid37.4,9,很低,高層,西,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16517,20042801540217,ASP,2020-04-15,RES,CP,1988/12,37.5,1733,1430,21639,26224,blank,BW:52 SF (GI/NE) / ,5700977,20042801540217,2,9.0,B,blank,blank,blank,BEVERLY HILL,比華利山,BROADWOOD RD,樂活道,6,blank,HHV,IL1946RP,BEVERLY HILL||Phase |Block B,樂活道BEVERLY HILL|Phase|BlockB,樂活道BEVERLY HILL|Phase|BlockB|9|2,跑馬地/黃泥涌,1988,32,blankblank,6 BROADWOOD RD|樂活道,6 BROADWOOD RD,6 樂活道,"比華利山B座,樂活道","BEVERLY HILL(BLOCK B),BROADWOOD RD","BEVERLY HILL(Block B),BROADWOOD RD|比華利山B座,樂活道",BROADWOOD RDBEVERLY HILLblankblank|Phaseblank|BlockB|9|2consid37.5,9,低,低層,東南,沒資料,基本,單位實用四正 交通方便 配套完善
16485,20031301310110,ASP,2020-03-06,RES,CP,1985/06,38.0,1560,1345,24359,28253,blank,blank,5684210,20031301310110,3,18.0,B,blank,blank,blank,VENTRIS PLACE,雲地利台,VENTRIS RD,雲地利道,19,23,HHV,IL7422 / IL7421sA /,VENTRIS PLACE||Phase |Block B,雲地利道VENTRIS PLACE|Phase|BlockB,雲地利道VENTRIS PLACE|Phase|BlockB|18|3,跑馬地/黃泥涌,1985,35,blankblank,19-23 VENTRIS RD|雲地利道,19-23 VENTRIS RD,19-23 雲地利道,"雲地利台B座,雲地利道","VENTRIS PLACE(BLOCK B),VENTRIS RD","VENTRIS PLACE(Block B),VENTRIS RD|雲地利台B座,雲地利道",VENTRIS RDVENTRIS PLACEblankblank|Phaseblank|BlockB|18|3consid38.0,18,低,低層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16270,19062101950247,ASP,2019-06-13,RES,CP,1961/03,38.2,0,1411,0,27073,blank,blank,5569840,19062101950247,1,6.0,B,blank,JARDINE'S LOOKOUT GDN MANS,渣甸山花園大廈,blank,blank,TAI HANG RD,大坑道,148,150,HHV,IL2838,|JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase |Block B,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB,大坑道JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phase|BlockB|6|1,跑馬地/黃泥涌,1961,59,JARDINE'S LOOKOUT GDN MANS渣甸山花園大廈,148-150 TAI HANG RD|大坑道,148-150 TAI HANG RD,148-150 大坑道,"渣甸山花園大廈,大坑道","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD","JARDINE'S LOOKOUT GDN MANS,TAI HANG RD|渣甸山花園大廈,大坑道",TAI HANG RDblankJARDINE'S LOOKOUT GDN MANS渣甸山花園大廈|Phaseblank|BlockB|6|1consid38.2,6,高,高層,東,呂字型,基本,單位實用四正 交通方便 配套完善
16539,20052700130042,ASP,2020-05-21,RES,CP,1960/01,38.38,0,1614,0,23779,blank,blank,5713347,20052700130042,blank,1.0,blank,blank,GOOD VIEW COURT,blank,blank,blank,BRIAR AVE,比雅道,6,blank,HHV,IL8813,|GOOD VIEW COURT|Phase |Block ,比雅道GOOD VIEW COURT|Phase|Block,比雅道GOOD VIEW COURT|Phase|Block|1|,跑馬地/黃泥涌,1960,60,GOOD VIEW COURTblank,6 BRIAR AVE|比雅道,6 BRIAR AVE,6 比雅道,"blank,比雅道","GOOD VIEW COURT,BRIAR AVE","GOOD VIEW COURT,BRIAR AVE|blank,比雅道",BRIAR AVEblankGOOD VIEW COURTblank|Phaseblank|Blockblank|1|blankconsid38.38,1,高,高層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16301,19072400560015,ASP,2019-07-16,RES,blank,2002/03,38.5,1207,943,31897,40827,blank,BW:23 SF (GI/NE) / ,5586275,19072400560015,B,38.0,9,blank,blank,blank,THE LEIGHTON HILL,禮頓山,BROADWOOD RD,樂活道,2B,blank,HHV,IL8882RP / IL8882sA,THE LEIGHTON HILL||Phase |Block 9,樂活道THE LEIGHTON HILL|Phase|Block9,樂活道THE LEIGHTON HILL|Phase|Block9|38|B,跑馬地/黃泥涌,2002,18,blankblank,2B BROADWOOD RD|樂活道,2B BROADWOOD RD,2B 樂活道,"禮頓山9座,樂活道","THE LEIGHTON HILL(BLOCK 9),BROADWOOD RD","THE LEIGHTON HILL(Block 9),BROADWOOD RD|禮頓山9座,樂活道",BROADWOOD RDTHE LEIGHTON HILLblankblank|Phaseblank|Block9|38|Bconsid38.5,38,很低,高層,東北,呂字型,有,單位實用四正 交通方便 配套完善
