,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
38437,20021901850477,ASP,2020-01-30,RES,blank,2021/11,6.3426,0,206,0,30789,blank,BAL:22 SF (NI) / ,5676622,20021901850477,C,9.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|9|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|9|Cconsid6.3426,9,近乎零,高層,北,沒資料,有,單位實用四正 交通方便 配套完善
38463,20022801400093,ASP,2020-02-12,RES,blank,2021/11,6.3668,0,206,0,30907,blank,BAL:22 SF (NI) / ,5679766,20022801400093,C,8.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|8|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|8|Cconsid6.3668,8,近乎零,高層,西南,沒資料,有,單位實用四正 交通方便 配套完善
38148,19083002330010,ASP,2019-08-22,RES,blank,1986/06,6.38,430,332,14837,19217,blank,blank,5606554,19083002330010,B,6.0,blank,blank,WOODLAND COURT,福臨閣,blank,blank,WOODLANDS TERR,活倫臺,2,3,HMW,IL5540RP / IL5541RP,|WOODLAND COURT福臨閣|Phase |Block ,活倫臺WOODLAND COURT福臨閣|Phase|Block,活倫臺WOODLAND COURT福臨閣|Phase|Block|6|B,西半山,1986,34,WOODLAND COURT福臨閣,2-3 WOODLANDS TERR,2-3 活倫臺,2-3 WOODLANDS TERR|2-3 活倫臺,"福臨閣,活倫臺","WOODLAND COURT,WOODLANDS TERR","WOODLAND COURT,WOODLANDS TERR|福臨閣,活倫臺",WOODLANDS TERRblankWOODLAND COURT福臨閣|Phaseblank|Blockblank|6|Bconsid6.38,6,低,高層,東北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37594,19012800730065,ASP,2019-01-18,RES,blank,1991/05,6.38,450,344,14178,18547,blank,blank,5490688,19012800730065,D,14.0,blank,blank,JADESTONE COURT,寶玉閣,blank,blank,CAINE RD,堅道,138,blank,HMW,IL522sC / IL522sB,|JADESTONE COURT寶玉閣|Phase |Block ,堅道JADESTONE COURT寶玉閣|Phase|Block,堅道JADESTONE COURT寶玉閣|Phase|Block|14|D,西半山,1991,29,JADESTONE COURT寶玉閣,138 CAINE RD,138 堅道,138 CAINE RD|138 堅道,"寶玉閣,堅道","JADESTONE COURT,CAINE RD","JADESTONE COURT,CAINE RD|寶玉閣,堅道",CAINE RDblankJADESTONE COURT寶玉閣|Phaseblank|Blockblank|14|Dconsid6.38,14,低,中層,西南,呂字型,有,業主減價 上車筍盤 歡迎約睇
38418,20021400470043,ASP,2020-01-24,RES,blank,2021/11,6.3826,0,206,0,30984,blank,BAL:22 SF (NI) / ,5674425,20021400470043,C,10.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|10|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|10|Cconsid6.3826,10,近乎零,中層,東北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38679,20052901450197,ASP,2020-05-04,RES,blank,1985/03,6.4,434,300,14747,21333,blank,FR:34 SF / ,5714557,20052901450197,B,17.0,blank,blank,RICH COURT,怡富閣,blank,blank,PEEL ST,卑利街,88,blank,HMW,IL343sARP / IL343sAss1,|RICH COURT怡富閣|Phase |Block ,卑利街RICH COURT怡富閣|Phase|Block,卑利街RICH COURT怡富閣|Phase|Block|17|B,西半山,1985,35,RICH COURT怡富閣,88 PEEL ST,88 卑利街,88 PEEL ST|88 卑利街,"怡富閣,卑利街","RICH COURT,PEEL ST","RICH COURT,PEEL ST|怡富閣,卑利街",PEEL STblankRICH COURT怡富閣|Phaseblank|Blockblank|17|Bconsid6.4,17,低,高層,西南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38802,20062600970082,ASP,2020-06-05,RES,blank,2021/03,6.4211,0,203,0,31631,blank,BAL:22 SF (NI) / ,5729689,20062600970082,D,15.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|15|D,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|15|Dconsid6.4211,15,近乎零,低層,西,四正,良好,業主減價 上車筍盤 歡迎約睇
38860,20071701900057,ASP,2020-06-30,RES,blank,2021/03,6.4653,0,203,0,31849,blank,BAL:22 SF (NI) / ,5741005,20071701900057,D,16.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|16|D,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|16|Dconsid6.4653,16,近乎零,中層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38797,20062401410315,ASP,2020-06-04,RES,blank,2021/03,6.4653,0,203,0,31849,blank,BAL:22 SF (NI) / ,5728875,20062401410315,A,8.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|8|A,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|8|Aconsid6.4653,8,近乎零,中層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38313,19121701680038,ASP,2019-12-12,RES,blank,1993/05,6.5,411,307,15815,21173,blank,BW:14 SF (GI/NE) / ,5653708,19121701680038,D,1.0,blank,blank,ST LOUIS MANS,雨時大廈,blank,blank,MACDONNELL RD,麥當勞道,20,blank,HMW,IL1416sFss1 / IL1416sGRP,|ST LOUIS MANS雨時大廈|Phase |Block ,麥當勞道ST LOUIS MANS雨時大廈|Phase|Block,麥當勞道ST LOUIS MANS雨時大廈|Phase|Block|1|D,西半山,1993,27,ST LOUIS MANS雨時大廈,20 MACDONNELL RD,20 麥當勞道,20 MACDONNELL RD|20 麥當勞道,"雨時大廈,麥當勞道","ST LOUIS MANS,MACDONNELL RD","ST LOUIS MANS,MACDONNELL RD|雨時大廈,麥當勞道",MACDONNELL RDblankST LOUIS MANS雨時大廈|Phaseblank|Blockblank|1|Dconsid6.5,1,低,低層,西北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38413,20021300120147,ASP,2020-01-30,RES,blank,2021/11,6.5026,0,206,0,31566,blank,BAL:22 SF (NI) / ,5673721,20021300120147,C,15.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|15|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|15|Cconsid6.5026,15,近乎零,高層,西北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38771,20062201170071,ASP,2020-06-04,RES,blank,2021/03,6.5571,0,203,0,32301,blank,BAL:22 SF (NI) / ,5727203,20062201170071,D,10.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|10|D,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|10|Dconsid6.5571,10,近乎零,中層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
38033,19070201910136,ASP,2019-06-06,RES,blank,1993/12,6.6,367,263,17984,25095,blank,BW:19 SF (GI/NE) / ,5574979,19070201910136,C,18.0,blank,blank,WINDSOR COURT,衛城閣,blank,blank,CASTLE RD,衛城道,6,blank,HMW,IL425s6ss1 / IL425s6ss2,|WINDSOR COURT衛城閣|Phase |Block ,衛城道WINDSOR COURT衛城閣|Phase|Block,衛城道WINDSOR COURT衛城閣|Phase|Block|18|C,西半山,1993,27,WINDSOR COURT衛城閣,6 CASTLE RD,6 衛城道,6 CASTLE RD|6 衛城道,"衛城閣,衛城道","WINDSOR COURT,CASTLE RD","WINDSOR COURT,CASTLE RD|衛城閣,衛城道",CASTLE RDblankWINDSOR COURT衛城閣|Phaseblank|Blockblank|18|Cconsid6.6,18,低,高層,東南,呂字型,有,單位實用四正 交通方便 配套完善
38621,20051801380010,ASP,2020-05-11,RES,blank,2021/11,6.6365,0,219,0,30304,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5707925,20051801380010,B,5.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|5|B,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|5|Bconsid6.6365,5,近乎零,低層,東北,四正,基本,單位實用四正 交通方便 配套完善
38420,20021400470065,ASP,2020-01-29,RES,blank,2021/11,6.6449,0,206,0,32257,blank,BAL:22 SF (NI) / ,5674427,20021400470065,C,7.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|7|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|7|Cconsid6.6449,7,近乎零,高層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38791,20062301880064,ASP,2020-06-04,RES,blank,2021/03,6.6483,0,203,0,32750,blank,BAL:22 SF (NI) / ,5728275,20062301880064,D,12.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|12|D,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|12|Dconsid6.6483,12,近乎零,高層,南,沒資料,基本,單位實用四正 交通方便 配套完善
38564,20042201610121,ASP,2020-04-08,RES,blank,1993/12,6.65,448,321,14844,20717,blank,BW:23 SF (GI/NE) / ,5699030,20042201610121,A,5.0,blank,blank,WINDSOR COURT,衛城閣,blank,blank,CASTLE RD,衛城道,6,blank,HMW,IL425s6ss1 / IL425s6ss2,|WINDSOR COURT衛城閣|Phase |Block ,衛城道WINDSOR COURT衛城閣|Phase|Block,衛城道WINDSOR COURT衛城閣|Phase|Block|5|A,西半山,1993,27,WINDSOR COURT衛城閣,6 CASTLE RD,6 衛城道,6 CASTLE RD|6 衛城道,"衛城閣,衛城道","WINDSOR COURT,CASTLE RD","WINDSOR COURT,CASTLE RD|衛城閣,衛城道",CASTLE RDblankWINDSOR COURT衛城閣|Phaseblank|Blockblank|5|Aconsid6.65,5,低,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37716,19040101350326,ASP,2019-03-21,RES,blank,1986/06,6.65,430,332,15465,20030,blank,blank,5518787,19040101350326,B,5.0,blank,blank,WOODLAND COURT,福臨閣,blank,blank,WOODLANDS TERR,活倫臺,2,3,HMW,IL5540RP / IL5541RP,|WOODLAND COURT福臨閣|Phase |Block ,活倫臺WOODLAND COURT福臨閣|Phase|Block,活倫臺WOODLAND COURT福臨閣|Phase|Block|5|B,西半山,1986,34,WOODLAND COURT福臨閣,2-3 WOODLANDS TERR,2-3 活倫臺,2-3 WOODLANDS TERR|2-3 活倫臺,"福臨閣,活倫臺","WOODLAND COURT,WOODLANDS TERR","WOODLAND COURT,WOODLANDS TERR|福臨閣,活倫臺",WOODLANDS TERRblankWOODLAND COURT福臨閣|Phaseblank|Blockblank|5|Bconsid6.65,5,低,低層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
38968,20090802120024,ASP,2020-09-04,RES,blank,1997/09,6.65,383,291,17363,22852,blank,BW:7 SF (GI/NE) / ,5769598,20090802120024,E,13.0,blank,blank,WILTON PLACE,蔚庭軒,blank,blank,PARK RD,柏道,18,blank,HMW,IL1641RP&EXT,|WILTON PLACE蔚庭軒|Phase |Block ,柏道WILTON PLACE蔚庭軒|Phase|Block,柏道WILTON PLACE蔚庭軒|Phase|Block|13|E,西半山,1997,23,WILTON PLACE蔚庭軒,18 PARK RD,18 柏道,18 PARK RD|18 柏道,"蔚庭軒,柏道","WILTON PLACE,PARK RD","WILTON PLACE,PARK RD|蔚庭軒,柏道",PARK RDblankWILTON PLACE蔚庭軒|Phaseblank|Blockblank|13|Econsid6.65,13,很低,中層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38462,20022801400087,ASP,2020-02-19,RES,blank,2021/11,6.6746,0,206,0,32401,blank,BAL:22 SF (NI) / ,5679765,20022801400087,C,16.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|16|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|16|Cconsid6.6746,16,近乎零,低層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
38098,19080100800123,ASP,2019-07-18,RES,blank,1993/12,6.68,367,263,18202,25399,blank,BW:19 SF (GI/NE) / ,5590718,19080100800123,B,20.0,blank,blank,WINDSOR COURT,衛城閣,blank,blank,CASTLE RD,衛城道,6,blank,HMW,IL425s6ss1 / IL425s6ss2,|WINDSOR COURT衛城閣|Phase |Block ,衛城道WINDSOR COURT衛城閣|Phase|Block,衛城道WINDSOR COURT衛城閣|Phase|Block|20|B,西半山,1993,27,WINDSOR COURT衛城閣,6 CASTLE RD,6 衛城道,6 CASTLE RD|6 衛城道,"衛城閣,衛城道","WINDSOR COURT,CASTLE RD","WINDSOR COURT,CASTLE RD|衛城閣,衛城道",CASTLE RDblankWINDSOR COURT衛城閣|Phaseblank|Blockblank|20|Bconsid6.68,20,低,中層,東北,沒資料,基本,單位實用四正 交通方便 配套完善
38954,20090201670174,ASP,2020-08-20,RES,blank,1991/05,6.68,450,344,14844,19419,blank,blank,5766196,20090201670174,A,20.0,blank,blank,JADESTONE COURT,寶玉閣,blank,blank,CAINE RD,堅道,138,blank,HMW,IL522sC / IL522sB,|JADESTONE COURT寶玉閣|Phase |Block ,堅道JADESTONE COURT寶玉閣|Phase|Block,堅道JADESTONE COURT寶玉閣|Phase|Block|20|A,西半山,1991,29,JADESTONE COURT寶玉閣,138 CAINE RD,138 堅道,138 CAINE RD|138 堅道,"寶玉閣,堅道","JADESTONE COURT,CAINE RD","JADESTONE COURT,CAINE RD|寶玉閣,堅道",CAINE RDblankJADESTONE COURT寶玉閣|Phaseblank|Blockblank|20|Aconsid6.68,20,低,低層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
38716,20060801880138,ASP,2020-05-22,RES,blank,2021/11,6.7006,0,219,0,30596,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5719492,20060801880138,B,6.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|6|B,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|6|Bconsid6.7006,6,近乎零,高層,南,沒資料,有,單位實用四正 交通方便 配套完善
38464,20022801400106,ASP,2020-02-12,RES,blank,2021/11,6.7154,0,206,0,32599,blank,BAL:22 SF (NI) / ,5679767,20022801400106,C,17.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|17|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|17|Cconsid6.7154,17,近乎零,低層,南,呂字型,有,業主減價 上車筍盤 歡迎約睇
38757,20061900540024,ASP,2020-06-04,RES,blank,2021/03,6.7209,0,203,0,33108,blank,BAL:22 SF (NI) / ,5726132,20061900540024,A,11.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|11|A,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|11|Aconsid6.7209,11,近乎零,低層,北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38422,20021400470085,ASP,2020-01-30,RES,blank,2021/11,6.7295,0,206,0,32667,blank,BAL:22 SF (NI) / ,5674429,20021400470085,C,19.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|19|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|19|Cconsid6.7295,19,近乎零,低層,西,呂字型,有,單位實用四正 交通方便 配套完善
37736,19040900400399,ASP,2019-03-22,RES,blank,1994/02,6.738,567,355,11884,18980,blank,BW:19 SF (GI/NE) / ,5522404,19040900400399,A,2.0,blank,blank,PARKSDALE,般柏苑,blank,blank,PARK RD,柏道,6A,blank,HMW,IL2036RP,|PARKSDALE般柏苑|Phase |Block ,柏道PARKSDALE般柏苑|Phase|Block,柏道PARKSDALE般柏苑|Phase|Block|2|A,西半山,1994,26,PARKSDALE般柏苑,6A PARK RD,6A 柏道,6A PARK RD|6A 柏道,"般柏苑,柏道","PARKSDALE,PARK RD","PARKSDALE,PARK RD|般柏苑,柏道",PARK RDblankPARKSDALE般柏苑|Phaseblank|Blockblank|2|Aconsid6.738,2,低,低層,東南,呂字型,有,單位實用四正 交通方便 配套完善
38787,20062301470112,ASP,2020-06-05,RES,blank,2021/03,6.7669,0,203,0,33334,blank,BAL:22 SF (NI) / ,5728159,20062301470112,A,9.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|9|A,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|9|Aconsid6.7669,9,近乎零,高層,東,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38807,20063000730066,ASP,2020-06-11,RES,blank,2021/03,6.767,0,203,0,33335,blank,BAL:22 SF (NI) / ,5731121,20063000730066,A,12.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|12|A,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|12|Aconsid6.767,12,近乎零,中層,東南,呂字型,有,單位實用四正 交通方便 配套完善
38689,20060200300101,ASP,2020-05-25,RES,blank,2021/11,6.7716,0,185,0,36603,blank,FR:31 SF / ,5715678,20060200300101,C,2.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|2|C,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|2|Cconsid6.7716,2,近乎零,高層,東,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38310,19121302020086,ASP,2019-11-27,RES,blank,1985/03,6.8,470,340,14468,20000,blank,GDN:216 SF / ,5652808,19121302020086,B,,blank,blank,RICH COURT,怡富閣,blank,blank,PEEL ST,卑利街,88,blank,HMW,IL343sARP / IL343sAss1,|RICH COURT怡富閣|Phase |Block ,卑利街RICH COURT怡富閣|Phase|Block,卑利街RICH COURT怡富閣|Phase|Block|G|B,西半山,1985,35,RICH COURT怡富閣,88 PEEL ST,88 卑利街,88 PEEL ST|88 卑利街,"怡富閣,卑利街","RICH COURT,PEEL ST","RICH COURT,PEEL ST|怡富閣,卑利街",PEEL STblankRICH COURT怡富閣|Phaseblank|Blockblank|G|Bconsid6.8,G,低,低層,北,沒資料,良好,單位實用四正 交通方便 配套完善
