,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
9617,20051300860246,ASP,2020-04-24,RES,blank,2021/11,10.388,0,460,0,22583,blank,BAL:22 SF (NI) / ,5705761,20051300860246,C,11.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|11|C,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|11|Cconsid10.388,11
9618,20051301140063,ASP,2020-04-28,RES,blank,2021/11,10.112,0,459,0,22030,blank,BAL:22 SF (NI) / ,5705814,20051301140063,G,15.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|15|G,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|15|Gconsid10.112,15
9619,20051301230022,ASP,2020-05-05,RES,blank,2021/11,12.74,0,543,0,23462,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5705851,20051301230022,H,10.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|10|H,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|10|Hconsid12.74,10
9621,20051301600155,ASP,2020-04-28,RES,blank,2021/11,8.637,0,325,0,26575,blank,BAL:22 SF (NI) / ,5705971,20051301600155,F,16.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|16|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|16|Fconsid8.637,16
9622,20051301660019,ASP,2020-04-29,RES,blank,2021/11,12.9451,0,543,0,23840,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5705995,20051301660019,H,16.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|16|H,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|16|Hconsid12.9451,16
9623,20051301660024,ASP,2020-05-04,RES,blank,2021/11,15.5627,0,585,0,26603,blank,BAL:22 SF (NI) / UP:19 SF (NI) / ,5705996,20051301660024,L,32.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|32|L,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|32|Lconsid15.5627,32
9624,20051301660046,ASP,2020-05-04,RES,blank,2021/11,11.999,0,516,0,23254,blank,BAL:22 SF (NI) / ,5705998,20051301660046,E,20.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|20|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|20|Econsid11.999,20
9625,20051301780028,ASP,2020-04-21,RES,blank,2017/06,8.9,0,525,0,16952,blank,BAL:21 SF (NI) / ,5706013,20051301780028,G,19.0,T2,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block T2,沐寧街ONE KAI TAK (I)|Phase|BlockT2,沐寧街ONE KAI TAK (I)|Phase|BlockT2|19|G,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)T2座,沐寧街","ONE KAI TAK (I)(BLOCK T2),MUK NING ST","ONE KAI TAK (I)(Block T2),MUK NING ST|啟德1號 (I)T2座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockT2|19|Gconsid8.9,19
9626,20051401200049,ASP,2020-05-05,RES,blank,2021/11,13.8577,0,543,0,25521,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5706497,20051401200049,H,32.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|32|H,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|32|Hconsid13.8577,32
9628,20051401730010,ASP,2020-05-08,RES,blank,2021/11,13.8025,0,543,0,25419,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5706659,20051401730010,H,31.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|31|H,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|31|Hconsid13.8025,31
9629,20051401740271,ASP,2020-05-08,RES,blank,2018/08,9.75,0,475,0,20526,blank,BAL:22 SF (NI) / ,5706677,20051401740271,H,3.0,6,blank,blank,blank,K. CITY,嘉匯,MUK NING ST,沐寧街,7,blank,KKAI,NKIL6526,K. CITY||Phase |Block 6,沐寧街K. CITY|Phase|Block6,沐寧街K. CITY|Phase|Block6|3|H,啟德,2018,2,blankblank,7 MUK NING ST|沐寧街,7 MUK NING ST,7 沐寧街,"嘉匯6座,沐寧街","K. CITY(BLOCK 6),MUK NING ST","K. CITY(Block 6),MUK NING ST|嘉匯6座,沐寧街",MUK NING STK. CITYblankblank|Phaseblank|Block6|3|Hconsid9.75,3
9630,20051401920111,ASP,2020-05-05,RES,blank,2021/11,11.9179,0,465,0,25630,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5706708,20051401920111,C,16.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|16|C,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|16|Cconsid11.9179,16
9631,20051401940070,ASP,2020-05-08,RES,blank,2006/11,14.0,1099,815,12739,17178,blank,BW:33 SF (GI/NE) / BAL:23 SF (GI/NI) / UP:16 SF (GI/NI) / ,5706717,20051401940070,C,57.0,2,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 2,新碼頭街GRAND WATERFRONT|Phase|Block2,新碼頭街GRAND WATERFRONT|Phase|Block2|57|C,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣2座,新碼頭街","GRAND WATERFRONT(BLOCK 2),SAN MA TAU ST","GRAND WATERFRONT(Block 2),SAN MA TAU ST|翔龍灣2座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block2|57|Cconsid14.0,57
9632,20051402050043,ASP,2020-05-06,RES,blank,2021/11,24.3996,0,852,0,28638,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5706732,20051402050043,G,20.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|20|G,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|20|Gconsid24.3996,20
9633,20051501200031,ASP,2020-04-22,RES,blank,2018/11,29.6934,0,1022,0,29054,blank,GDN:95 SF / ,5707239,20051501200031,B2,,3,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 3,沐寧街VIBE CENTRO|Phase|Block3,沐寧街VIBE CENTRO|Phase|Block3|G|B2,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽3座,沐寧街","VIBE CENTRO(BLOCK 3),MUK NING ST","VIBE CENTRO(Block 3),MUK NING ST|龍譽3座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block3|G|B2consid29.6934,G
9634,20051501200040,ASP,2020-04-28,RES,blank,2018/11,25.4783,0,883,0,28854,blank,BAL:34 SF (NI) / FR:33 SF / ,5707240,20051501200040,B22,2.0,3,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 3,沐寧街VIBE CENTRO|Phase|Block3,沐寧街VIBE CENTRO|Phase|Block3|2|B22,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽3座,沐寧街","VIBE CENTRO(BLOCK 3),MUK NING ST","VIBE CENTRO(Block 3),MUK NING ST|龍譽3座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block3|2|B22consid25.4783,2
9635,20051501200058,ASP,2020-04-24,RES,blank,2018/11,36.8811,0,1120,0,32930,blank,GDN:430 SF / ,5707241,20051501200058,C6,,5,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 5,沐寧街VIBE CENTRO|Phase|Block5,沐寧街VIBE CENTRO|Phase|Block5|G|C6,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽5座,沐寧街","VIBE CENTRO(BLOCK 5),MUK NING ST","VIBE CENTRO(Block 5),MUK NING ST|龍譽5座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block5|G|C6consid36.8811,G
9636,20051501300013,ASP,2020-04-22,RES,blank,2021/11,7.335,0,293,0,25034,blank,BAL:22 SF (NI) / ,5707249,20051501300013,A,9.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|9|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|9|Aconsid7.335,9
9637,20051501300020,ASP,2020-05-04,RES,blank,2021/11,9.935,0,459,0,21645,blank,BAL:22 SF (NI) / ,5707250,20051501300020,G,12.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|12|G,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|12|Gconsid9.935,12
9638,20051501300036,ASP,2020-04-28,RES,blank,2021/11,11.825,0,514,0,23006,blank,BAL:22 SF (NI) / ,5707251,20051501300036,D,15.0,2B,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2B,沐泰街K.SUMMIT|Phase|Block2B,沐泰街K.SUMMIT|Phase|Block2B|15|D,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2B座,沐泰街","K.SUMMIT(BLOCK 2B),MUK TAI ST","K.SUMMIT(Block 2B),MUK TAI ST|嘉峯匯2B座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2B|15|Dconsid11.825,15
9639,20051501420241,ASP,2020-05-05,RES,blank,2021/11,7.1110000000000015,0,293,0,24270,blank,BAL:22 SF (NI) / ,5707291,20051501420241,A,3.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|3|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|3|Aconsid7.1110000000000015,3
9640,20051501480199,ASP,2020-04-24,RES,blank,2021/11,13.344,0,516,0,25860,blank,BAL:22 SF (NI) / ,5707331,20051501480199,E,38.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|38|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|38|Econsid13.344,38
9641,20051501840089,ASP,2020-04-28,RES,blank,2021/11,8.214,0,325,0,25274,blank,BAL:22 SF (NI) / ,5707420,20051501840089,F,12.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|12|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|12|Fconsid8.214,12
9642,20051800160228,ASP,2020-05-08,RES,blank,2021/11,12.2407,0,479,0,25555,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5707616,20051800160228,J,35.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|35|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|35|Jconsid12.2407,35
9643,20051800260049,ASP,2020-05-08,RES,blank,2021/11,11.866,0,516,0,22996,blank,BAL:22 SF (NI) / ,5707648,20051800260049,E,12.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|12|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|12|Econsid11.866,12
9644,20051801110014,ASP,2020-05-04,RES,blank,2018/11,12.9458,0,504,0,25686,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5707819,20051801110014,H,2.0,1B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1B,沐寧街VIBE CENTRO|Phase|Block1B,沐寧街VIBE CENTRO|Phase|Block1B|2|H,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1B座,沐寧街","VIBE CENTRO(BLOCK 1B),MUK NING ST","VIBE CENTRO(Block 1B),MUK NING ST|龍譽1B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1B|2|Hconsid12.9458,2
9645,20051801110022,ASP,2020-05-04,RES,blank,2018/11,13.4423,0,504,0,26671,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5707820,20051801110022,H,5.0,1B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1B,沐寧街VIBE CENTRO|Phase|Block1B,沐寧街VIBE CENTRO|Phase|Block1B|5|H,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1B座,沐寧街","VIBE CENTRO(BLOCK 1B),MUK NING ST","VIBE CENTRO(Block 1B),MUK NING ST|龍譽1B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1B|5|Hconsid13.4423,5
9646,20051801110036,ASP,2020-05-06,RES,blank,2018/11,16.664,0,502,0,33195,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5707821,20051801110036,H,36.0,1B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1B,沐寧街VIBE CENTRO|Phase|Block1B,沐寧街VIBE CENTRO|Phase|Block1B|36|H,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1B座,沐寧街","VIBE CENTRO(BLOCK 1B),MUK NING ST","VIBE CENTRO(Block 1B),MUK NING ST|龍譽1B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1B|36|Hconsid16.664,36
9647,20051801330018,ASP,2020-04-23,RES,blank,2021/11,9.919,0,443,0,22391,blank,BAL:22 SF (NI) / ,5707872,20051801330018,B,10.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|10|B,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|10|Bconsid9.919,10
9648,20051801360070,ASP,2020-05-07,RES,blank,2021/11,7.935,0,293,0,27082,blank,BAL:22 SF (NI) / ,5707897,20051801360070,A,29.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|29|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|29|Aconsid7.935,29
9649,20051801680178,ASP,2020-04-28,RES,blank,2021/11,12.069,0,516,0,23390,blank,BAL:22 SF (NI) / ,5708018,20051801680178,E,16.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|16|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|16|Econsid12.069,16
9650,20051801680335,ASP,2020-05-08,RES,blank,2021/11,12.794,0,516,0,24795,blank,BAL:22 SF (NI) / ,5708029,20051801680335,E,26.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|26|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|26|Econsid12.794,26
9651,20051900260240,ASP,2020-05-08,RES,blank,2021/11,8.31,0,325,0,25569,blank,BAL:22 SF (NI) / ,5708214,20051900260240,F,7.0,2A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2A,沐泰街K.SUMMIT|Phase|Block2A,沐泰街K.SUMMIT|Phase|Block2A|7|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2A座,沐泰街","K.SUMMIT(BLOCK 2A),MUK TAI ST","K.SUMMIT(Block 2A),MUK TAI ST|嘉峯匯2A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2A|7|Fconsid8.31,7
9653,20051900410031,ASP,2020-05-08,RES,blank,2021/11,14.2505,0,543,0,26244,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5708242,20051900410031,H,30.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|30|H,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|30|Hconsid14.2505,30
