,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
49365,19020800900043,ASP,2019-01-15,RES,CP,2003/07,28.0,0,839,0,33373,blank,BW:22 SF (NE) / BAL:49 SF (NI) / ,5495268,19020800900043,D,61.0,2,blank,blank,blank,THE HARBOURSIDE,君臨天下,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE D,THE HARBOURSIDE||Phase |Block 2,柯士甸道西THE HARBOURSIDE|Phase|Block2,柯士甸道西THE HARBOURSIDE|Phase|Block2|61|D,荔枝角南/南昌/奧運,2003,17,blankblank,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"君臨天下2座,柯士甸道西","THE HARBOURSIDE(BLOCK 2),AUSTIN RD W","THE HARBOURSIDE(Block 2),AUSTIN RD W|君臨天下2座,柯士甸道西",AUSTIN RD WTHE HARBOURSIDEblankblank|Phaseblank|Block2|61|Dconsid28.0,61
49366,19020801600245,ASP,2019-01-22,RES,blank,2003/08,7.5,647,495,11592,15152,blank,BW:26 SF (GI/NE) / ,5495439,19020801600245,E,27.0,6,blank,blank,blank,LIBERTE,昇悅居,LAI CHI KOK RD,荔枝角道,833,blank,KSWK,NKIL6328,LIBERTE||Phase |Block 6,荔枝角道LIBERTE|Phase|Block6,荔枝角道LIBERTE|Phase|Block6|27|E,荔枝角南/南昌/奧運,2003,17,blankblank,833 LAI CHI KOK RD|荔枝角道,833 LAI CHI KOK RD,833 荔枝角道,"昇悅居6座,荔枝角道","LIBERTE(BLOCK 6),LAI CHI KOK RD","LIBERTE(Block 6),LAI CHI KOK RD|昇悅居6座,荔枝角道",LAI CHI KOK RDLIBERTEblankblank|Phaseblank|Block6|27|Econsid7.5,27
49367,19020801600405,ASP,2019-01-25,RES,blank,2003/06,11.88,928,691,12802,17192,blank,BW:32 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:14 SF (GE/NE) / ,5495454,19020801600405,B,37.0,2,1,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 1|Block 2,荔枝角道BANYAN GDN|Phase1|Block2,荔枝角道BANYAN GDN|Phase1|Block2|37|B,荔枝角南/南昌/奧運,2003,17,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺2座,荔枝角道","BANYAN GDN(BLOCK 2),LAI CHI KOK RD","BANYAN GDN(Block 2),LAI CHI KOK RD|泓景臺2座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase1|Block2|37|Bconsid11.88,37
49368,19020801600426,ASP,2019-01-23,RES,blank,2003/12,8.1288,665,504,12224,16129,blank,BW:31 SF (GI/NE) / ,5495456,19020801600426,B,38.0,3,blank,blank,blank,AQUAMARINE,碧海藍天,SHAM SHING RD,深盛路,8,blank,KSWK,NKIL6338,AQUAMARINE||Phase |Block 3,深盛路AQUAMARINE|Phase|Block3,深盛路AQUAMARINE|Phase|Block3|38|B,荔枝角南/南昌/奧運,2003,17,blankblank,8 SHAM SHING RD|深盛路,8 SHAM SHING RD,8 深盛路,"碧海藍天3座,深盛路","AQUAMARINE(BLOCK 3),SHAM SHING RD","AQUAMARINE(Block 3),SHAM SHING RD|碧海藍天3座,深盛路",SHAM SHING RDAQUAMARINEblankblank|Phaseblank|Block3|38|Bconsid8.1288,38
49369,19021101450010,ASP,2019-01-12,RES,blank,2005/06,7.0,657,477,10654,14675,blank,BW:46 SF (GI/NE) / ,5495960,19021101450010,G,55.0,6,2,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 2|Block 6,深盛路THE PACIFICA|Phase2|Block6,深盛路THE PACIFICA|Phase2|Block6|55|G,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒6座,深盛路","THE PACIFICA(BLOCK 6),SHAM SHING RD","THE PACIFICA(Block 6),SHAM SHING RD|宇晴軒6座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase2|Block6|55|Gconsid7.0,55
49370,19021101450026,ASP,2019-01-12,RES,blank,2005/06,9.2,678,498,13569,18474,blank,BW:41 SF (GI/NE) / ,5495961,19021101450026,H,55.0,6,2,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 2|Block 6,深盛路THE PACIFICA|Phase2|Block6,深盛路THE PACIFICA|Phase2|Block6|55|H,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒6座,深盛路","THE PACIFICA(BLOCK 6),SHAM SHING RD","THE PACIFICA(Block 6),SHAM SHING RD|宇晴軒6座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase2|Block6|55|Hconsid9.2,55
49371,19021200430036,ASP,2019-01-29,RES,blank,2001/02,18.6,1127,859,16504,21653,blank,BW:40 SF (GI/NE) / ,5496136,19021200430036,B,11.0,7,blank,blank,blank,PARK AVENUE,柏景灣,HOI TING RD,海庭道,18,blank,KSWK,KIL11090,PARK AVENUE||Phase |Block 7,海庭道PARK AVENUE|Phase|Block7,海庭道PARK AVENUE|Phase|Block7|11|B,荔枝角南/南昌/奧運,2001,19,blankblank,18 HOI TING RD|海庭道,18 HOI TING RD,18 海庭道,"柏景灣7座,海庭道","PARK AVENUE(BLOCK 7),HOI TING RD","PARK AVENUE(Block 7),HOI TING RD|柏景灣7座,海庭道",HOI TING RDPARK AVENUEblankblank|Phaseblank|Block7|11|Bconsid18.6,11
49372,19021200460025,ASP,2019-01-22,RES,blank,2003/09,8.45,626,481,13498,17568,blank,BW:17 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:10 SF (GI/NI) / ,5496192,19021200460025,A,11.0,2,blank,blank,blank,HAMPTON PLACE,凱帆軒,HOI FAN RD,海帆道,11,blank,KSWK,KIL11107,HAMPTON PLACE||Phase |Block 2,海帆道HAMPTON PLACE|Phase|Block2,海帆道HAMPTON PLACE|Phase|Block2|11|A,荔枝角南/南昌/奧運,2003,17,blankblank,11 HOI FAN RD|海帆道,11 HOI FAN RD,11 海帆道,"凱帆軒2座,海帆道","HAMPTON PLACE(BLOCK 2),HOI FAN RD","HAMPTON PLACE(Block 2),HOI FAN RD|凱帆軒2座,海帆道",HOI FAN RDHAMPTON PLACEblankblank|Phaseblank|Block2|11|Aconsid8.45,11
49373,19021200610012,ASP,2019-01-18,RES,blank,2004/06,11.8,978,750,12065,15733,blank,BW:28 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:8 SF (GE/NE) / ,5496308,19021200610012,F,60.0,6,3,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 3|Block 6,荔枝角道BANYAN GDN|Phase3|Block6,荔枝角道BANYAN GDN|Phase3|Block6|60|F,荔枝角南/南昌/奧運,2004,16,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺6座,荔枝角道","BANYAN GDN(BLOCK 6),LAI CHI KOK RD","BANYAN GDN(Block 6),LAI CHI KOK RD|泓景臺6座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase3|Block6|60|Fconsid11.8,60
49375,19021202320142,ASP,2019-01-24,RES,blank,2004/04,8.55,683,524,12518,16317,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5496761,19021202320142,A,40.0,8,2,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 2|Block 8,荔枝角道BANYAN GDN|Phase2|Block8,荔枝角道BANYAN GDN|Phase2|Block8|40|A,荔枝角南/南昌/奧運,2004,16,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺8座,荔枝角道","BANYAN GDN(BLOCK 8),LAI CHI KOK RD","BANYAN GDN(Block 8),LAI CHI KOK RD|泓景臺8座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase2|Block8|40|Aconsid8.55,40
49377,19021300080019,ASP,2019-01-30,RES,blank,2005/02,8.85,684,521,12939,16987,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5496854,19021300080019,F,57.0,3,1,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 1|Block 3,深盛路THE PACIFICA|Phase1|Block3,深盛路THE PACIFICA|Phase1|Block3|57|F,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒3座,深盛路","THE PACIFICA(BLOCK 3),SHAM SHING RD","THE PACIFICA(Block 3),SHAM SHING RD|宇晴軒3座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase1|Block3|57|Fconsid8.85,57
49378,19021300930047,ASP,2019-01-29,RES,blank,2005/02,7.6,635,463,11968,16415,blank,BW:42 SF (GI/NE) / ,5497120,19021300930047,D,38.0,5,1,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 1|Block 5,深盛路THE PACIFICA|Phase1|Block5,深盛路THE PACIFICA|Phase1|Block5|38|D,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒5座,深盛路","THE PACIFICA(BLOCK 5),SHAM SHING RD","THE PACIFICA(Block 5),SHAM SHING RD|宇晴軒5座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase1|Block5|38|Dconsid7.6,38
49379,19021301270280,ASP,2019-01-22,RES,blank,1998/06,7.03,694,592,10130,11875,blank,blank,5497233,19021301270280,B,13.0,17,1,blank,blank,CHARMING GDN,富榮花園,HOI TING RD,海庭道,8,blank,KSWK,KIL11082,CHARMING GDN||Phase 1|Block 17,海庭道CHARMING GDN|Phase1|Block17,海庭道CHARMING GDN|Phase1|Block17|13|B,荔枝角南/南昌/奧運,1998,22,blankblank,8 HOI TING RD|海庭道,8 HOI TING RD,8 海庭道,"富榮花園17座,海庭道","CHARMING GDN(BLOCK 17),HOI TING RD","CHARMING GDN(Block 17),HOI TING RD|富榮花園17座,海庭道",HOI TING RDCHARMING GDNblankblank|Phase1|Block17|13|Bconsid7.03,13
49382,19021302330220,ASP,2019-01-28,RES,blank,2005/06,10.0,826,623,12107,16051,blank,BW:34 SF (GI/NE) / FR:23 SF / ,5497558,19021302330220,H,8.0,7,2,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 2|Block 7,深盛路THE PACIFICA|Phase2|Block7,深盛路THE PACIFICA|Phase2|Block7|8|H,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒7座,深盛路","THE PACIFICA(BLOCK 7),SHAM SHING RD","THE PACIFICA(Block 7),SHAM SHING RD|宇晴軒7座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase2|Block7|8|Hconsid10.0,8
49383,19021400170294,ASP,2019-01-25,RES,CP,2000/11,17.3,833,650,20768,26615,blank,BW:31 SF (GI/NE) / ,5497673,19021400170294,C,11.0,7,2,blank,blank,THE WATERFRONT,漾日居,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE A,THE WATERFRONT||Phase 2|Block 7,柯士甸道西THE WATERFRONT|Phase2|Block7,柯士甸道西THE WATERFRONT|Phase2|Block7|11|C,荔枝角南/南昌/奧運,2000,20,blankblank,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"漾日居7座,柯士甸道西","THE WATERFRONT(BLOCK 7),AUSTIN RD W","THE WATERFRONT(Block 7),AUSTIN RD W|漾日居7座,柯士甸道西",AUSTIN RD WTHE WATERFRONTblankblank|Phase2|Block7|11|Cconsid17.3,11
49384,19021400270037,ASP,2019-02-01,RES,blank,2013/11,7.98,0,515,0,15495,blank,BW:21 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5497700,19021400270037,B,35.0,2,blank,blank,blank,ONE WEST KOWLOON,一號西九龍,LAI CHI KOK RD,荔枝角道,873,blank,KSWK,NKIL6354,ONE WEST KOWLOON||Phase |Block 2,荔枝角道ONE WEST KOWLOON|Phase|Block2,荔枝角道ONE WEST KOWLOON|Phase|Block2|35|B,荔枝角南/南昌/奧運,2013,7,blankblank,873 LAI CHI KOK RD|荔枝角道,873 LAI CHI KOK RD,873 荔枝角道,"一號西九龍2座,荔枝角道","ONE WEST KOWLOON(BLOCK 2),LAI CHI KOK RD","ONE WEST KOWLOON(Block 2),LAI CHI KOK RD|一號西九龍2座,荔枝角道",LAI CHI KOK RDONE WEST KOWLOONblankblank|Phaseblank|Block2|35|Bconsid7.98,35
49385,19021401360077,ASP,2019-02-01,RES,blank,2005/02,7.2,656,482,10976,14938,blank,BW:40 SF (GI/NE) / ,5498051,19021401360077,H,10.0,2,1,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 1|Block 2,深盛路THE PACIFICA|Phase1|Block2,深盛路THE PACIFICA|Phase1|Block2|10|H,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒2座,深盛路","THE PACIFICA(BLOCK 2),SHAM SHING RD","THE PACIFICA(Block 2),SHAM SHING RD|宇晴軒2座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase1|Block2|10|Hconsid7.2,10
49387,19021500410013,ASP,2019-01-28,RES,blank,2014/09,30.0,0,991,0,30272,blank,BW:27 SF (NE) / BAL:29 SF (NI) / UP:16 SF (NI) / ,5498515,19021500410013,A,25.0,T3,blank,blank,blank,THE AUSTIN,blank,WUI CHEUNG RD,匯翔道,8,blank,KSWK,KIL11126,THE AUSTIN||Phase |Block T3,匯翔道THE AUSTIN|Phase|BlockT3,匯翔道THE AUSTIN|Phase|BlockT3|25|A,荔枝角南/南昌/奧運,2014,6,blankblank,8 WUI CHEUNG RD|匯翔道,8 WUI CHEUNG RD,8 匯翔道,"blankT3座,匯翔道","THE AUSTIN(BLOCK T3),WUI CHEUNG RD","THE AUSTIN(Block T3),WUI CHEUNG RD|blankT3座,匯翔道",WUI CHEUNG RDTHE AUSTINblankblank|Phaseblank|BlockT3|25|Aconsid30.0,25
49388,19021500640218,ASP,2019-01-30,RES,blank,2000/09,15.96,983,792,16236,20152,blank,BW:39 SF (GE/NE) / ,5498642,19021500640218,B,11.0,3,1,blank,blank,THE WATERFRONT,漾日居,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE A,THE WATERFRONT||Phase 1|Block 3,柯士甸道西THE WATERFRONT|Phase1|Block3,柯士甸道西THE WATERFRONT|Phase1|Block3|11|B,荔枝角南/南昌/奧運,2000,20,blankblank,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"漾日居3座,柯士甸道西","THE WATERFRONT(BLOCK 3),AUSTIN RD W","THE WATERFRONT(Block 3),AUSTIN RD W|漾日居3座,柯士甸道西",AUSTIN RD WTHE WATERFRONTblankblank|Phase1|Block3|11|Bconsid15.96,11
49392,19021501280020,ASP,2019-01-25,RES,blank,2001/12,20.0,1345,1025,14870,19512,blank,BW:47 SF (GI/NE) / ,5498870,19021501280020,E,27.0,1,blank,blank,blank,CENTRAL PARK,帝柏海灣,HOI TING RD,海庭道,18,blank,KSWK,KIL11090,CENTRAL PARK||Phase |Block 1,海庭道CENTRAL PARK|Phase|Block1,海庭道CENTRAL PARK|Phase|Block1|27|E,荔枝角南/南昌/奧運,2001,19,blankblank,18 HOI TING RD|海庭道,18 HOI TING RD,18 海庭道,"帝柏海灣1座,海庭道","CENTRAL PARK(BLOCK 1),HOI TING RD","CENTRAL PARK(Block 1),HOI TING RD|帝柏海灣1座,海庭道",HOI TING RDCENTRAL PARKblankblank|Phaseblank|Block1|27|Econsid20.0,27
49393,19021800780010,ASP,2019-02-01,RES,blank,2000/02,8.88,609,459,14581,19346,blank,BW:35 SF (GI/NE) / ,5499588,19021800780010,F,22.0,3,blank,blank,blank,ISLAND HARBOURVIEW,維港灣,HOI FAI RD,海輝道,11,blank,KSWK,KIL11074,ISLAND HARBOURVIEW||Phase |Block 3,海輝道ISLAND HARBOURVIEW|Phase|Block3,海輝道ISLAND HARBOURVIEW|Phase|Block3|22|F,荔枝角南/南昌/奧運,2000,20,blankblank,11 HOI FAI RD|海輝道,11 HOI FAI RD,11 海輝道,"維港灣3座,海輝道","ISLAND HARBOURVIEW(BLOCK 3),HOI FAI RD","ISLAND HARBOURVIEW(Block 3),HOI FAI RD|維港灣3座,海輝道",HOI FAI RDISLAND HARBOURVIEWblankblank|Phaseblank|Block3|22|Fconsid8.88,22
49394,19021800870018,ASP,2019-02-01,RES,blank,2012/08,22.8,1207,932,18890,24464,blank,BW:34 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / PF:20 SF (GE/NE) / ,5499595,19021800870018,B,20.0,2,blank,blank,blank,THE CORONATION,御金國峰,YAU CHEUNG RD,友翔道,1,blank,KSWK,KIL11073,THE CORONATION||Phase |Block 2,友翔道THE CORONATION|Phase|Block2,友翔道THE CORONATION|Phase|Block2|20|B,荔枝角南/南昌/奧運,2012,8,blankblank,1 YAU CHEUNG RD|友翔道,1 YAU CHEUNG RD,1 友翔道,"御金國峰2座,友翔道","THE CORONATION(BLOCK 2),YAU CHEUNG RD","THE CORONATION(Block 2),YAU CHEUNG RD|御金國峰2座,友翔道",YAU CHEUNG RDTHE CORONATIONblankblank|Phaseblank|Block2|20|Bconsid22.8,20
49395,19021800870136,ASP,2019-02-04,RES,blank,2004/06,11.25,910,691,12363,16281,blank,BW:33 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:17 SF (GE/NE) / ,5499598,19021800870136,C,46.0,5,3,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 3|Block 5,荔枝角道BANYAN GDN|Phase3|Block5,荔枝角道BANYAN GDN|Phase3|Block5|46|C,荔枝角南/南昌/奧運,2004,16,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺5座,荔枝角道","BANYAN GDN(BLOCK 5),LAI CHI KOK RD","BANYAN GDN(Block 5),LAI CHI KOK RD|泓景臺5座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase3|Block5|46|Cconsid11.25,46
49396,19021801320178,ASP,2019-02-04,RES,blank,2003/09,8.45,587,444,14395,19032,blank,BW:23 SF (GI/NE) / BAL:22 SF (GI/NI) / ,5499724,19021801320178,C,27.0,1,blank,blank,blank,HAMPTON PLACE,凱帆軒,HOI FAN RD,海帆道,11,blank,KSWK,KIL11107,HAMPTON PLACE||Phase |Block 1,海帆道HAMPTON PLACE|Phase|Block1,海帆道HAMPTON PLACE|Phase|Block1|27|C,荔枝角南/南昌/奧運,2003,17,blankblank,11 HOI FAN RD|海帆道,11 HOI FAN RD,11 海帆道,"凱帆軒1座,海帆道","HAMPTON PLACE(BLOCK 1),HOI FAN RD","HAMPTON PLACE(Block 1),HOI FAN RD|凱帆軒1座,海帆道",HOI FAN RDHAMPTON PLACEblankblank|Phaseblank|Block1|27|Cconsid8.45,27
49400,19021900990010,ASP,2019-01-24,RES,blank,2004/06,8.335,690,531,12080,15697,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:10 SF (GE/NE) / ,5500330,19021900990010,D,32.0,6,3,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 3|Block 6,荔枝角道BANYAN GDN|Phase3|Block6,荔枝角道BANYAN GDN|Phase3|Block6|32|D,荔枝角南/南昌/奧運,2004,16,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺6座,荔枝角道","BANYAN GDN(BLOCK 6),LAI CHI KOK RD","BANYAN GDN(Block 6),LAI CHI KOK RD|泓景臺6座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase3|Block6|32|Dconsid8.335,32
49401,19021901570275,ASP,2019-01-30,RES,blank,2004/04,7.68,653,486,11761,15802,blank,BW:32 SF (GI/NE) / ,5500567,19021901570275,G,23.0,7,2,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 2|Block 7,荔枝角道BANYAN GDN|Phase2|Block7,荔枝角道BANYAN GDN|Phase2|Block7|23|G,荔枝角南/南昌/奧運,2004,16,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺7座,荔枝角道","BANYAN GDN(BLOCK 7),LAI CHI KOK RD","BANYAN GDN(Block 7),LAI CHI KOK RD|泓景臺7座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase2|Block7|23|Gconsid7.68,23
49402,19022000130215,ASP,2019-02-08,RES,blank,2006/09,9.39,617,476,15219,19727,blank,BW:18 SF (GI/NE) / BAL:21 SF (GI/NI) / UP:16 SF (GI/NI) / ,5500811,19022000130215,B,47.0,3,blank,blank,blank,HARBOUR GREEN,君匯港,SHAM MONG RD,深旺道,8,blank,KSWK,KIL11151,HARBOUR GREEN||Phase |Block 3,深旺道HARBOUR GREEN|Phase|Block3,深旺道HARBOUR GREEN|Phase|Block3|47|B,荔枝角南/南昌/奧運,2006,14,blankblank,8 SHAM MONG RD|深旺道,8 SHAM MONG RD,8 深旺道,"君匯港3座,深旺道","HARBOUR GREEN(BLOCK 3),SHAM MONG RD","HARBOUR GREEN(Block 3),SHAM MONG RD|君匯港3座,深旺道",SHAM MONG RDHARBOUR GREENblankblank|Phaseblank|Block3|47|Bconsid9.39,47
49403,19022000450251,ASP,2019-02-08,RES,blank,2013/11,12.9,0,857,0,15053,blank,BW:57 SF (NE) / UP:16 SF (NI) / ,5500924,19022000450251,B,32.0,1,blank,blank,blank,ONE WEST KOWLOON,一號西九龍,LAI CHI KOK RD,荔枝角道,873,blank,KSWK,NKIL6354,ONE WEST KOWLOON||Phase |Block 1,荔枝角道ONE WEST KOWLOON|Phase|Block1,荔枝角道ONE WEST KOWLOON|Phase|Block1|32|B,荔枝角南/南昌/奧運,2013,7,blankblank,873 LAI CHI KOK RD|荔枝角道,873 LAI CHI KOK RD,873 荔枝角道,"一號西九龍1座,荔枝角道","ONE WEST KOWLOON(BLOCK 1),LAI CHI KOK RD","ONE WEST KOWLOON(Block 1),LAI CHI KOK RD|一號西九龍1座,荔枝角道",LAI CHI KOK RDONE WEST KOWLOONblankblank|Phaseblank|Block1|32|Bconsid12.9,32
49404,19022000500054,ASP,2019-02-04,RES,blank,2005/06,8.35,678,498,12316,16767,blank,BW:41 SF (GI/NE) / ,5500960,19022000500054,H,32.0,6,2,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 2|Block 6,深盛路THE PACIFICA|Phase2|Block6,深盛路THE PACIFICA|Phase2|Block6|32|H,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒6座,深盛路","THE PACIFICA(BLOCK 6),SHAM SHING RD","THE PACIFICA(Block 6),SHAM SHING RD|宇晴軒6座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase2|Block6|32|Hconsid8.35,32
49406,19022001990130,ASP,2019-02-18,RES,blank,2000/06,16.95,1052,797,16112,21267,blank,BW:56 SF (GI/NE) / ,5501356,19022001990130,B,1.0,8,blank,blank,blank,ISLAND HARBOURVIEW,維港灣,HOI FAI RD,海輝道,11,blank,KSWK,KIL11074,ISLAND HARBOURVIEW||Phase |Block 8,海輝道ISLAND HARBOURVIEW|Phase|Block8,海輝道ISLAND HARBOURVIEW|Phase|Block8|1|B,荔枝角南/南昌/奧運,2000,20,blankblank,11 HOI FAI RD|海輝道,11 HOI FAI RD,11 海輝道,"維港灣8座,海輝道","ISLAND HARBOURVIEW(BLOCK 8),HOI FAI RD","ISLAND HARBOURVIEW(Block 8),HOI FAI RD|維港灣8座,海輝道",HOI FAI RDISLAND HARBOURVIEWblankblank|Phaseblank|Block8|1|Bconsid16.95,1
49407,19022100260095,ASP,2019-01-30,RES,blank,2005/06,8.38,662,503,12659,16660,blank,BW:24 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5501553,19022100260095,F,66.0,6,2,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 2|Block 6,深盛路THE PACIFICA|Phase2|Block6,深盛路THE PACIFICA|Phase2|Block6|66|F,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒6座,深盛路","THE PACIFICA(BLOCK 6),SHAM SHING RD","THE PACIFICA(Block 6),SHAM SHING RD|宇晴軒6座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase2|Block6|66|Fconsid8.38,66
