,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108650,20040201630014,ASP,2020-03-26,RES,blank,1985/10,6.85,653,492,10490,13923,blank,BW:14 SF (GI/NE) / ,5691885,20040201630014,G,23.0,4,blank,blank,blank,JUBILEE GDN,銀禧花園,LOK KING ST,樂景街,2,18,NST,STTL87,JUBILEE GDN||Phase |Block 4,樂景街JUBILEE GDN|Phase|Block4,樂景街JUBILEE GDN|Phase|Block4|23|G,沙田,1985,35,blankblank,2-18 LOK KING ST|樂景街,2-18 LOK KING ST,2-18 樂景街,"銀禧花園4座,樂景街","JUBILEE GDN(BLOCK 4),LOK KING ST","JUBILEE GDN(Block 4),LOK KING ST|銀禧花園4座,樂景街",LOK KING STJUBILEE GDNblankblank|Phaseblank|Block4|23|Gconsid6.85,23,高層,東南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108651,20040201720032,ASP,2020-03-26,RES,blank,1983/01,6.68,670,548,9970,12190,blank,blank,5691902,20040201720032,5,20.0,F,blank,YUE YUET HSE,愉悅閣,YUE TIN COURT,愉田苑,NGAN SHING ST,銀城街,17,blank,NST,STTL115,YUE TIN COURT|YUE YUET HSE愉悅閣|Phase |Block F,銀城街YUE TIN COURTYUE YUET HSE愉悅閣|Phase|BlockF,銀城街YUE TIN COURTYUE YUET HSE愉悅閣|Phase|BlockF|20|5,沙田,1983,37,YUE YUET HSE愉悅閣,17 NGAN SHING ST|銀城街,17 NGAN SHING ST,17 銀城街,"愉悅閣,愉田苑,銀城街","YUE YUET HSE,YUE TIN COURT,NGAN SHING ST","YUE YUET HSE,YUE TIN COURT,NGAN SHING ST|愉悅閣,愉田苑,銀城街",NGAN SHING STYUE TIN COURTYUE YUET HSE愉悅閣|Phaseblank|BlockF|20|5consid6.68,20,高層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108652,20040300130322,ASP,2020-03-12,RES,blank,1983/09,5.7,540,447,10556,12752,blank,blank,5692043,20040300130322,8,26.0,A,blank,MAN SAM HSE,文心閣,KING TIN COURT,景田苑,CHUI TIN ST,翠田街,12,blank,NST,STTL230,KING TIN COURT|MAN SAM HSE文心閣|Phase |Block A,翠田街KING TIN COURTMAN SAM HSE文心閣|Phase|BlockA,翠田街KING TIN COURTMAN SAM HSE文心閣|Phase|BlockA|26|8,沙田,1983,37,MAN SAM HSE文心閣,12 CHUI TIN ST|翠田街,12 CHUI TIN ST,12 翠田街,"文心閣,景田苑,翠田街","MAN SAM HSE,KING TIN COURT,CHUI TIN ST","MAN SAM HSE,KING TIN COURT,CHUI TIN ST|文心閣,景田苑,翠田街",CHUI TIN STKING TIN COURTMAN SAM HSE文心閣|Phaseblank|BlockA|26|8consid5.7,26,高層,東南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108653,20040300130378,ASP,2020-03-27,RES,blank,2001/09,6.88,529,407,13006,16904,blank,BW:19 SF (GI/NE) / ,5692048,20040300130378,E,10.0,1,blank,blank,blank,PRIMA VILLA,欣廷軒,CHUI YAN ST,翠欣街,8,blank,NST,STTL394,PRIMA VILLA||Phase |Block 1,翠欣街PRIMA VILLA|Phase|Block1,翠欣街PRIMA VILLA|Phase|Block1|10|E,沙田,2001,19,blankblank,8 CHUI YAN ST|翠欣街,8 CHUI YAN ST,8 翠欣街,"欣廷軒1座,翠欣街","PRIMA VILLA(BLOCK 1),CHUI YAN ST","PRIMA VILLA(Block 1),CHUI YAN ST|欣廷軒1座,翠欣街",CHUI YAN STPRIMA VILLAblankblank|Phaseblank|Block1|10|Econsid6.88,10,高層,西,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108654,20040300160011,ASP,2020-03-30,RES,blank,1985/06,5.99,416,305,14399,19639,blank,BW:23 SF (GI/NE) / ,5692066,20040300160011,C,9.0,4,blank,blank,blank,GRANDEUR GDN,金禧花園,CHIK FAI ST,積輝街,2,12,NST,STTL199,GRANDEUR GDN||Phase |Block 4,積輝街GRANDEUR GDN|Phase|Block4,積輝街GRANDEUR GDN|Phase|Block4|9|C,沙田,1985,35,blankblank,2-12 CHIK FAI ST|積輝街,2-12 CHIK FAI ST,2-12 積輝街,"金禧花園4座,積輝街","GRANDEUR GDN(BLOCK 4),CHIK FAI ST","GRANDEUR GDN(Block 4),CHIK FAI ST|金禧花園4座,積輝街",CHIK FAI STGRANDEUR GDNblankblank|Phaseblank|Block4|9|Cconsid5.99,9,中層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108655,20040300250038,ASP,2020-03-13,RES,blank,1985/05,5.38,410,305,13122,17639,blank,BW:22 SF (GI/NE) / ,5692085,20040300250038,D,21.0,42,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,1,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 42,得寶街CITY ONE SHATIN|Phase|Block42,得寶街CITY ONE SHATIN|Phase|Block42|21|D,沙田,1985,35,blankblank,1 TAK PO ST|得寶街,1 TAK PO ST,1 得寶街,"沙田第一城42座,得寶街","CITY ONE SHATIN(BLOCK 42),TAK PO ST","CITY ONE SHATIN(Block 42),TAK PO ST|沙田第一城42座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block42|21|Dconsid5.38,21,高層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
108656,20040300360028,ASP,2020-03-27,RES,blank,1987/10,5.1,510,320,10000,15938,blank,BW:28 SF (GI/NE) / ,5692102,20040300360028,8,23.0,E,2,GOLDEN FORTUNE COURT,金福閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FORTUNE COURT金福閣|Phase 2|Block E,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|23|8,沙田,1987,33,GOLDEN FORTUNE COURT金福閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金福閣,金獅花園,隔田街","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST|金福閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|23|8consid5.1,23,高層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108657,20040300500018,ASP,2020-03-26,RES,CP,1987/06,20.5,1872,1521,10951,13478,blank,BW:55 SF (GI/NE) / ,5692147,20040300500018,A,12.0,6,blank,blank,blank,JULIMOUNT GDN,瑞峰花園,HIN TAI ST,顯泰街,1,5,NST,STTL167RP,JULIMOUNT GDN||Phase |Block 6,顯泰街JULIMOUNT GDN|Phase|Block6,顯泰街JULIMOUNT GDN|Phase|Block6|12|A,沙田,1987,33,blankblank,1-5 HIN TAI ST|顯泰街,1-5 HIN TAI ST,1-5 顯泰街,"瑞峰花園6座,顯泰街","JULIMOUNT GDN(BLOCK 6),HIN TAI ST","JULIMOUNT GDN(Block 6),HIN TAI ST|瑞峰花園6座,顯泰街",HIN TAI STJULIMOUNT GDNblankblank|Phaseblank|Block6|12|Aconsid20.5,12,中層,南,沒資料,有,單位實用四正 交通方便 配套完善
108658,20040300610031,ASP,2020-03-23,RES,blank,1980/09,4.55,537,472,8473,9640,blank,blank,5692175,20040300610031,9,25.0,F,1,HING ON HSE,慶安閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,19,blank,NST,STTL43RP,SUI WO COURT|HING ON HSE慶安閣|Phase 1|Block F,穗禾路SUI WO COURTHING ON HSE慶安閣|Phase1|BlockF,穗禾路SUI WO COURTHING ON HSE慶安閣|Phase1|BlockF|25|9,沙田,1980,40,HING ON HSE慶安閣,19 SUI WO RD|穗禾路,19 SUI WO RD,19 穗禾路,"慶安閣,穗禾苑,穗禾路","HING ON HSE,SUI WO COURT,SUI WO RD","HING ON HSE,SUI WO COURT,SUI WO RD|慶安閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTHING ON HSE慶安閣|Phase1|BlockF|25|9consid4.55,25,低層,西,四正,基本,單位實用四正 交通方便 配套完善
108659,20040300670026,ASP,2020-03-13,RES,blank,1980/08,4.968,537,472,9251,10525,blank,blank,5692194,20040300670026,3,21.0,C,1,FUNG LIN HSE,豐年閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,9,blank,NST,STTL43RP,SUI WO COURT|FUNG LIN HSE豐年閣|Phase 1|Block C,穗禾路SUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC,穗禾路SUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC|21|3,沙田,1980,40,FUNG LIN HSE豐年閣,9 SUI WO RD|穗禾路,9 SUI WO RD,9 穗禾路,"豐年閣,穗禾苑,穗禾路","FUNG LIN HSE,SUI WO COURT,SUI WO RD","FUNG LIN HSE,SUI WO COURT,SUI WO RD|豐年閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC|21|3consid4.968,21,低層,東南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108660,20040300920030,ASP,2020-03-26,RES,blank,2012/09,22.788,0,1250,0,18230,blank,BW:38 SF (NE) / BAL:35 SF (NI) / UP:16 SF (NI) / ,5692267,20040300920030,A,40.0,1,blank,blank,blank,THE RIVERPARK,溱岸8號,CHE KUNG MIU RD,車公廟路,8,blank,NST,STTL519,THE RIVERPARK||Phase |Block 1,車公廟路THE RIVERPARK|Phase|Block1,車公廟路THE RIVERPARK|Phase|Block1|40|A,沙田,2012,8,blankblank,8 CHE KUNG MIU RD|車公廟路,8 CHE KUNG MIU RD,8 車公廟路,"溱岸8號1座,車公廟路","THE RIVERPARK(BLOCK 1),CHE KUNG MIU RD","THE RIVERPARK(Block 1),CHE KUNG MIU RD|溱岸8號1座,車公廟路",CHE KUNG MIU RDTHE RIVERPARKblankblank|Phaseblank|Block1|40|Aconsid22.788,40,低層,西,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108661,20040300920108,ASP,2020-03-20,RES,blank,1970/09,5.5,0,520,0,10577,blank,blank,5692270,20040300920108,B,2.0,blank,blank,YEE SHUEN MANS,頤萱樓,blank,blank,TAI WAI RD,大圍道,50,52,NST,DD180LOT916/DD180LOT917,|YEE SHUEN MANS頤萱樓|Phase |Block ,大圍道YEE SHUEN MANS頤萱樓|Phase|Block,大圍道YEE SHUEN MANS頤萱樓|Phase|Block|2|B,沙田,1970,50,YEE SHUEN MANS頤萱樓,50-52 TAI WAI RD|大圍道,50-52 TAI WAI RD,50-52 大圍道,"頤萱樓,大圍道","YEE SHUEN MANS,TAI WAI RD","YEE SHUEN MANS,TAI WAI RD|頤萱樓,大圍道",TAI WAI RDblankYEE SHUEN MANS頤萱樓|Phaseblank|Blockblank|2|Bconsid5.5,2,高層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108662,20040301070029,ASP,2020-03-30,RES,CP,1985/10,7.5,606,522,12376,14368,blank,blank,5692325,20040301070029,2,2.0,C,blank,blank,blank,LOK LAM GDN,樂林園,LOK YUEN PATH,樂園徑,5,9,NST,STTL52,LOK LAM GDN||Phase |Block C,樂園徑LOK LAM GDN|Phase|BlockC,樂園徑LOK LAM GDN|Phase|BlockC|2|2,沙田,1985,35,blankblank,5-9 LOK YUEN PATH|樂園徑,5-9 LOK YUEN PATH,5-9 樂園徑,"樂林園C座,樂園徑","LOK LAM GDN(BLOCK C),LOK YUEN PATH","LOK LAM GDN(Block C),LOK YUEN PATH|樂林園C座,樂園徑",LOK YUEN PATHLOK LAM GDNblankblank|Phaseblank|BlockC|2|2consid7.5,2,低層,東,呂字型,基本,單位實用四正 交通方便 配套完善
108664,20040301070064,ASP,2020-03-27,RES,blank,1993/02,9.3,1190,825,7815,11273,blank,BW:22 SF (GI/NE) / BAL:30 SF (GI/NI) / ,5692329,20040301070064,G,17.0,B,2,FORUM COURT,富臨閣,PICTORIAL GDN,碧濤花園,ON KING ST,安景街,23,blank,NST,STTL303,PICTORIAL GDN|FORUM COURT富臨閣|Phase 2|Block B,安景街PICTORIAL GDNFORUM COURT富臨閣|Phase2|BlockB,安景街PICTORIAL GDNFORUM COURT富臨閣|Phase2|BlockB|17|G,沙田,1993,27,FORUM COURT富臨閣,23 ON KING ST|安景街,23 ON KING ST,23 安景街,"富臨閣,碧濤花園,安景街","FORUM COURT,PICTORIAL GDN,ON KING ST","FORUM COURT,PICTORIAL GDN,ON KING ST|富臨閣,碧濤花園,安景街",ON KING STPICTORIAL GDNFORUM COURT富臨閣|Phase2|BlockB|17|Gconsid9.3,17,高層,南,四正,良好,單位實用四正 交通方便 配套完善
108665,20040301100019,ASP,2020-03-27,RES,blank,1994/03,7.83,782,621,10013,12609,blank,BW:43 SF (GI/NE) / ,5692347,20040301100019,D,8.0,1,blank,blank,blank,PARK VIEW GDN,翠景花園,PIK TIN ST,碧田街,8,blank,NST,STTL377,PARK VIEW GDN||Phase |Block 1,碧田街PARK VIEW GDN|Phase|Block1,碧田街PARK VIEW GDN|Phase|Block1|8|D,沙田,1994,26,blankblank,8 PIK TIN ST|碧田街,8 PIK TIN ST,8 碧田街,"翠景花園1座,碧田街","PARK VIEW GDN(BLOCK 1),PIK TIN ST","PARK VIEW GDN(Block 1),PIK TIN ST|翠景花園1座,碧田街",PIK TIN STPARK VIEW GDNblankblank|Phaseblank|Block1|8|Dconsid7.83,8,低層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
108666,20040301220098,ASP,2020-03-30,RES,blank,1987/10,5.02,522,320,9617,15688,blank,BW:55 SF (GI/NE) / ,5692399,20040301220098,8,13.0,F,2,GOLDEN FULLNESS COURT,金滿閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FULLNESS COURT金滿閣|Phase 2|Block F,隔田街GOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF,隔田街GOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF|13|8,沙田,1987,33,GOLDEN FULLNESS COURT金滿閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金滿閣,金獅花園,隔田街","GOLDEN FULLNESS COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FULLNESS COURT,GOLDEN LION GDN,KAK TIN ST|金滿閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF|13|8consid5.02,13,高層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
108667,20040301390207,ASP,2020-03-27,RES,blank,1986/12,4.66,418,280,11148,16643,blank,BW:31 SF (GI/NE) / ,5692429,20040301390207,5,23.0,B,1,GOLDEN BEAUTY COURT,金麗閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN BEAUTY COURT金麗閣|Phase 1|Block B,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|23|5,沙田,1986,34,GOLDEN BEAUTY COURT金麗閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金麗閣,金獅花園,翠田街","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST|金麗閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|23|5consid4.66,23,高層,西南,四正,有,單位實用四正 交通方便 配套完善
108668,20040301390228,ASP,2020-03-25,RES,blank,1988/01,8.0,674,554,11869,14440,blank,BW:29 SF (GI/NE) / ,5692431,20040301390228,F,20.0,5,blank,blank,blank,RAVANA GDN,濱景花園,ON KING ST,安景街,1,3,NST,STTL270,RAVANA GDN||Phase |Block 5,安景街RAVANA GDN|Phase|Block5,安景街RAVANA GDN|Phase|Block5|20|F,沙田,1988,32,blankblank,1-3 ON KING ST|安景街,1-3 ON KING ST,1-3 安景街,"濱景花園5座,安景街","RAVANA GDN(BLOCK 5),ON KING ST","RAVANA GDN(Block 5),ON KING ST|濱景花園5座,安景街",ON KING STRAVANA GDNblankblank|Phaseblank|Block5|20|Fconsid8.0,20,低層,南,四正,有,單位實用四正 交通方便 配套完善
108669,20040301390280,ASP,2020-03-27,RES,blank,1987/10,4.65,452,280,10288,16607,blank,BW:32 SF (GI/NE) / ,5692437,20040301390280,2,24.0,B,2,GOLDEN MASCOT COURT,金貴閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN MASCOT COURT金貴閣|Phase 2|Block B,隔田街GOLDEN LION GDNGOLDEN MASCOT COURT金貴閣|Phase2|BlockB,隔田街GOLDEN LION GDNGOLDEN MASCOT COURT金貴閣|Phase2|BlockB|24|2,沙田,1987,33,GOLDEN MASCOT COURT金貴閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金貴閣,金獅花園,隔田街","GOLDEN MASCOT COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN MASCOT COURT,GOLDEN LION GDN,KAK TIN ST|金貴閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN MASCOT COURT金貴閣|Phase2|BlockB|24|2consid4.65,24,高層,西南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108671,20040301390900,ASP,2020-03-27,RES,blank,1986/12,4.7,480,322,9792,14596,blank,BW:46 SF (GI/NE) / ,5692464,20040301390900,2,20.0,B,1,GOLDEN BEAUTY COURT,金麗閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN BEAUTY COURT金麗閣|Phase 1|Block B,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|20|2,沙田,1986,34,GOLDEN BEAUTY COURT金麗閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金麗閣,金獅花園,翠田街","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST|金麗閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|20|2consid4.7,20,高層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108672,20040301600109,ASP,2020-03-20,RES,blank,1983/04,5.438,436,350,12472,15537,blank,blank,5692519,20040301600109,E,12.0,B1,blank,CHUNG LAM COURT,棕林閣,SHATIN NEW TOWN,好運中心,WANG POK ST,橫壆街,1,15,NST,STTL15,SHATIN NEW TOWN|CHUNG LAM COURT棕林閣|Phase |Block B1,橫壆街SHATIN NEW TOWNCHUNG LAM COURT棕林閣|Phase|BlockB1,橫壆街SHATIN NEW TOWNCHUNG LAM COURT棕林閣|Phase|BlockB1|12|E,沙田,1983,37,CHUNG LAM COURT棕林閣,1-15 WANG POK ST|橫壆街,1-15 WANG POK ST,1-15 橫壆街,"棕林閣,好運中心,橫壆街","CHUNG LAM COURT,SHATIN NEW TOWN,WANG POK ST","CHUNG LAM COURT,SHATIN NEW TOWN,WANG POK ST|棕林閣,好運中心,橫壆街",WANG POK STSHATIN NEW TOWNCHUNG LAM COURT棕林閣|Phaseblank|BlockB1|12|Econsid5.438,12,中層,東,四正,基本,單位實用四正 交通方便 配套完善
108673,20040301660264,ASP,2020-03-16,RES,blank,2010/02,17.8,1373,1040,12964,17115,blank,BW:52 SF (GI/NE) / BAL:29 SF (GI/NI) / UP:16 SF (GI/NI) / ,5692532,20040301660264,NC-C,43.0,5,1,blank,blank,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY||Phase 1|Block 5,美田路FESTIVAL CITY|Phase1|Block5,美田路FESTIVAL CITY|Phase1|Block5|43|NC-C,沙田,2010,10,blankblank,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城5座,美田路","FESTIVAL CITY(BLOCK 5),MEI TIN RD","FESTIVAL CITY(Block 5),MEI TIN RD|名城5座,美田路",MEI TIN RDFESTIVAL CITYblankblank|Phase1|Block5|43|NC-Cconsid17.8,43,低層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108675,20040301820030,ASP,2020-03-20,RES,blank,1987/10,4.93,510,320,9667,15406,blank,BW:28 SF (GI/NE) / ,5692572,20040301820030,8,21.0,E,2,GOLDEN FORTUNE COURT,金福閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FORTUNE COURT金福閣|Phase 2|Block E,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|21|8,沙田,1987,33,GOLDEN FORTUNE COURT金福閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金福閣,金獅花園,隔田街","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST|金福閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|21|8consid4.93,21,高層,西南,呂字型,基本,單位實用四正 交通方便 配套完善
108676,20040302010026,ASP,2020-03-13,RES,blank,1999/10,11.58,1095,888,10575,13041,blank,BW:22 SF (GI/NE) / ,5692605,20040302010026,G,21.0,1,blank,blank,blank,CASTELLO,帝堡城,SIU LEK YUEN RD,小瀝源路,69,blank,NST,STTL439,CASTELLO||Phase |Block 1,小瀝源路CASTELLO|Phase|Block1,小瀝源路CASTELLO|Phase|Block1|21|G,沙田,1999,21,blankblank,69 SIU LEK YUEN RD|小瀝源路,69 SIU LEK YUEN RD,69 小瀝源路,"帝堡城1座,小瀝源路","CASTELLO(BLOCK 1),SIU LEK YUEN RD","CASTELLO(Block 1),SIU LEK YUEN RD|帝堡城1座,小瀝源路",SIU LEK YUEN RDCASTELLOblankblank|Phaseblank|Block1|21|Gconsid11.58,21,高層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108677,20040302190055,ASP,2020-03-24,RES,blank,1984/08,5.1,552,330,9239,15455,blank,BW:60 SF (GI/NE) / ,5692664,20040302190055,D,10.0,1,1,ESCORT GDN,雅士苑,SHATINPARK,花園城,SHA KOK ST,沙角街,8,12,NST,STTL131,SHATINPARK|ESCORT GDN雅士苑|Phase 1|Block 1,沙角街SHATINPARKESCORT GDN雅士苑|Phase1|Block1,沙角街SHATINPARKESCORT GDN雅士苑|Phase1|Block1|10|D,沙田,1984,36,ESCORT GDN雅士苑,8-12 SHA KOK ST|沙角街,8-12 SHA KOK ST,8-12 沙角街,"雅士苑,花園城,沙角街","ESCORT GDN,SHATINPARK,SHA KOK ST","ESCORT GDN,SHATINPARK,SHA KOK ST|雅士苑,花園城,沙角街",SHA KOK STSHATINPARKESCORT GDN雅士苑|Phase1|Block1|10|Dconsid5.1,10,低層,西,沒資料,良好,單位實用四正 交通方便 配套完善
108679,20040600030226,ASP,2020-03-25,RES,blank,1983/09,6.84,562,450,12171,15200,blank,BW:18 SF (GI/NE) / ,5692803,20040600030226,A,13.0,30,blank,blank,blank,CITY ONE SHATIN,沙田第一城,HANG SHING ST,恒城街,3,blank,NST,STTL1sC,CITY ONE SHATIN||Phase |Block 30,恒城街CITY ONE SHATIN|Phase|Block30,恒城街CITY ONE SHATIN|Phase|Block30|13|A,沙田,1983,37,blankblank,3 HANG SHING ST|恒城街,3 HANG SHING ST,3 恒城街,"沙田第一城30座,恒城街","CITY ONE SHATIN(BLOCK 30),HANG SHING ST","CITY ONE SHATIN(Block 30),HANG SHING ST|沙田第一城30座,恒城街",HANG SHING STCITY ONE SHATINblankblank|Phaseblank|Block30|13|Aconsid6.84,13,中層,東,四正,有,業主減價 上車筍盤 歡迎約睇
108680,20040600080070,ASP,2020-03-20,RES,blank,1982/04,10.38,1018,856,10196,12126,blank,BW:21 SF (GI/NE) / ,5692820,20040600080070,D,3.0,15,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK LEE ST,百利街,2,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 15,百利街CITY ONE SHATIN|Phase|Block15,百利街CITY ONE SHATIN|Phase|Block15|3|D,沙田,1982,38,blankblank,2 PAK LEE ST|百利街,2 PAK LEE ST,2 百利街,"沙田第一城15座,百利街","CITY ONE SHATIN(BLOCK 15),PAK LEE ST","CITY ONE SHATIN(Block 15),PAK LEE ST|沙田第一城15座,百利街",PAK LEE STCITY ONE SHATINblankblank|Phaseblank|Block15|3|Dconsid10.38,3,低層,東,沒資料,基本,單位實用四正 交通方便 配套完善
108681,20040600320016,ASP,2020-03-27,RES,blank,2010/02,11.35,903,680,12569,16691,blank,BW:38 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5692913,20040600320016,SC-A,35.0,1,1,blank,blank,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY||Phase 1|Block 1,美田路FESTIVAL CITY|Phase1|Block1,美田路FESTIVAL CITY|Phase1|Block1|35|SC-A,沙田,2010,10,blankblank,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城1座,美田路","FESTIVAL CITY(BLOCK 1),MEI TIN RD","FESTIVAL CITY(Block 1),MEI TIN RD|名城1座,美田路",MEI TIN RDFESTIVAL CITYblankblank|Phase1|Block1|35|SC-Aconsid11.35,35,高層,西北,四正,基本,單位實用四正 交通方便 配套完善
