,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
15665,20052900730616,ASP,2020-05-21,RES,blank,1997/07,5.2,587,448,8859,11607,blank,BW:30 SF (GI/NE) / ,5714388,20052900730616,C,4.0,8,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 8,翠塘路LAKESIDE GDN|Phase|Block8,翠塘路LAKESIDE GDN|Phase|Block8|4|C,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園8座,翠塘路","LAKESIDE GDN(BLOCK 8),CHUI TONG RD","LAKESIDE GDN(Block 8),CHUI TONG RD|翠塘花園8座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block8|4|Cconsid5.2,4
15666,20060100740069,ASP,2020-05-22,RES,blank,1997/07,4.56,750,570,6080,8000,blank,BW:42 SF (GI/NE) / ,5715091,20060100740069,D,8.0,8,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 8,翠塘路LAKESIDE GDN|Phase|Block8,翠塘路LAKESIDE GDN|Phase|Block8|8|D,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園8座,翠塘路","LAKESIDE GDN(BLOCK 8),CHUI TONG RD","LAKESIDE GDN(Block 8),CHUI TONG RD|翠塘花園8座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block8|8|Dconsid4.56,8
15667,20060200380029,ASP,2020-05-22,RES,CP,1992/03,12.2,1045,856,11675,14252,blank,FR:117 SF / GDN:400 SF / ,5716353,20060200380029,5B,1.0,blank,blank,blank,blank,GREENVIEW GDN,綠怡花園,RAZOR HILL RD,碧翠路,31,blank,NSK,DD253LOT1209,GREENVIEW GDN||Phase |Block ,碧翠路GREENVIEW GDN|Phase|Block,碧翠路GREENVIEW GDN|Phase|Block|1|5B,西貢,1992,28,blankblank,31 RAZOR HILL RD|碧翠路,31 RAZOR HILL RD,31 碧翠路,"綠怡花園,碧翠路","GREENVIEW GDN,RAZOR HILL RD","GREENVIEW GDN,RAZOR HILL RD|綠怡花園,碧翠路",RAZOR HILL RDGREENVIEW GDNblankblank|Phaseblank|Blockblank|1|5Bconsid12.2,1
15668,20060300410020,ASP,2020-05-08,RES,blank,2016/09,32.2,0,1837,0,17529,blank,BAL:74 SF (NI) / UP:30 SF (NI) / ,5716508,20060300410020,B,3.0,8,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 8,清水灣道MOUNT PAVILIA|Phase|Block8,清水灣道MOUNT PAVILIA|Phase|Block8|3|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧8座,清水灣道","MOUNT PAVILIA(BLOCK 8),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 8),CLEAR WATER BAY RD|傲瀧8座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block8|3|Bconsid32.2,3
15669,20060400600193,ASP,2020-05-21,RES,blank,1997/06,5.45,574,436,9495,12500,blank,BW:27 SF (GI/NE) / ,5717396,20060400600193,H,4.0,5,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 5,翠塘路LAKESIDE GDN|Phase|Block5,翠塘路LAKESIDE GDN|Phase|Block5|4|H,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園5座,翠塘路","LAKESIDE GDN(BLOCK 5),CHUI TONG RD","LAKESIDE GDN(Block 5),CHUI TONG RD|翠塘花園5座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block5|4|Hconsid5.45,4
15670,20060400650110,ASP,2020-05-15,RES,blank,2017/10,30.8,0,1556,0,19794,blank,BAL:53 SF (NI) / UP:16 SF (NI) / FR:249 SF / RF:1430 SF / ,5717419,20060400650110,G,8.0,5,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 5,大網仔路THE MEDITERRANEAN|Phase|Block5,大網仔路THE MEDITERRANEAN|Phase|Block5|8|G,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園5座,大網仔路","THE MEDITERRANEAN(BLOCK 5),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 5),TAI MONG TSAI RD|逸瓏園5座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block5|8|Gconsid30.8,8
15671,20060401500156,ASP,2020-05-15,RES,blank,2017/10,15.98,0,852,0,18756,blank,BAL:30 SF (NI) / UP:16 SF (NI) / RF:683 SF / ,5717669,20060401500156,G,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|G,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Gconsid15.98,8
15674,20060800850047,ASP,2020-05-21,RES,blank,2017/10,8.2,0,520,0,15769,blank,BAL:22 SF (NI) / UP:16 SF (NI) / GDN:442 SF / ,5719111,20060800850047,H,,2,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 2,大網仔路THE MEDITERRANEAN|Phase|Block2,大網仔路THE MEDITERRANEAN|Phase|Block2|G|H,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園2座,大網仔路","THE MEDITERRANEAN(BLOCK 2),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 2),TAI MONG TSAI RD|逸瓏園2座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block2|G|Hconsid8.2,G
15675,20061001710044,ASP,2020-05-26,RES,blank,2017/10,8.85,0,666,0,13288,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5720941,20061001710044,E,3.0,5,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 5,大網仔路THE MEDITERRANEAN|Phase|Block5,大網仔路THE MEDITERRANEAN|Phase|Block5|3|E,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園5座,大網仔路","THE MEDITERRANEAN(BLOCK 5),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 5),TAI MONG TSAI RD|逸瓏園5座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block5|3|Econsid8.85,3
15677,20061101730040,ASP,2020-06-03,RES,CP,1993/09,19.39,1348,1081,14384,17937,DUPLEX UNIT                                                                     ,blank,5721829,20061101730040,9A,2.0,blank,blank,blank,blank,CASA BELLA,銀海山莊,SILVERSTRAND BEACH RD,銀線灣道,5,blank,NSK,DD224LOT331,CASA BELLA||Phase |Block ,銀線灣道CASA BELLA|Phase|Block,銀線灣道CASA BELLA|Phase|Block|2|9A,西貢,1993,27,blankblank,5 SILVERSTRAND BEACH RD|銀線灣道,5 SILVERSTRAND BEACH RD,5 銀線灣道,"銀海山莊,銀線灣道","CASA BELLA,SILVERSTRAND BEACH RD","CASA BELLA,SILVERSTRAND BEACH RD|銀海山莊,銀線灣道",SILVERSTRAND BEACH RDCASA BELLAblankblank|Phaseblank|Blockblank|2|9Aconsid19.39,2
15679,20061602270111,ASP,2020-06-04,RES,blank,2017/10,9.8328,0,699,0,14067,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5724337,20061602270111,A,5.0,1,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 1,大網仔路THE MEDITERRANEAN|Phase|Block1,大網仔路THE MEDITERRANEAN|Phase|Block1|5|A,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園1座,大網仔路","THE MEDITERRANEAN(BLOCK 1),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 1),TAI MONG TSAI RD|逸瓏園1座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block1|5|Aconsid9.8328,5
15681,20061902080045,ASP,2020-06-08,RES,blank,1997/07,3.85,583,448,6604,8594,blank,BW:26 SF (GI/NE) / ,5726582,20061902080045,C,10.0,8,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 8,翠塘路LAKESIDE GDN|Phase|Block8,翠塘路LAKESIDE GDN|Phase|Block8|10|C,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園8座,翠塘路","LAKESIDE GDN(BLOCK 8),CHUI TONG RD","LAKESIDE GDN(Block 8),CHUI TONG RD|翠塘花園8座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block8|10|Cconsid3.85,10
15682,20062201710050,ASP,2020-06-05,RES,blank,1987/01,4.0,398,299,10050,13378,blank,blank,5727410,20062201710050,H,5.0,E,blank,blank,blank,SAI KUNG TOWN CTR,西貢苑,FUK MAN RD,福民路,22,40,NSK,DD215LOT986,SAI KUNG TOWN CTR||Phase |Block E,福民路SAI KUNG TOWN CTR|Phase|BlockE,福民路SAI KUNG TOWN CTR|Phase|BlockE|5|H,西貢,1987,33,blankblank,22-40 FUK MAN RD|福民路,22-40 FUK MAN RD,22-40 福民路,"西貢苑E座,福民路","SAI KUNG TOWN CTR(BLOCK E),FUK MAN RD","SAI KUNG TOWN CTR(Block E),FUK MAN RD|西貢苑E座,福民路",FUK MAN RDSAI KUNG TOWN CTRblankblank|Phaseblank|BlockE|5|Hconsid4.0,5
15684,20070200660020,ASP,2020-06-05,RES,blank,1993/09,3.5,243,195,14403,17949,blank,blank,5732389,20070200660020,1A,1.0,blank,blank,blank,blank,CASA BELLA,銀海山莊,SILVERSTRAND BEACH RD,銀線灣道,5,blank,NSK,DD224LOT331,CASA BELLA||Phase |Block ,銀線灣道CASA BELLA|Phase|Block,銀線灣道CASA BELLA|Phase|Block|1|1A,西貢,1993,27,blankblank,5 SILVERSTRAND BEACH RD|銀線灣道,5 SILVERSTRAND BEACH RD,5 銀線灣道,"銀海山莊,銀線灣道","CASA BELLA,SILVERSTRAND BEACH RD","CASA BELLA,SILVERSTRAND BEACH RD|銀海山莊,銀線灣道",SILVERSTRAND BEACH RDCASA BELLAblankblank|Phaseblank|Blockblank|1|1Aconsid3.5,1
15685,20070801760542,ASP,2020-06-23,RES,blank,2017/10,6.18,0,427,0,14473,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5735380,20070801760542,K,6.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|6|K,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|6|Kconsid6.18,6
15686,20071000310023,ASP,2020-06-26,RES,blank,2017/10,6.9,0,520,0,13269,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5736604,20071000310023,J,1.0,2,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 2,大網仔路THE MEDITERRANEAN|Phase|Block2,大網仔路THE MEDITERRANEAN|Phase|Block2|1|J,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園2座,大網仔路","THE MEDITERRANEAN(BLOCK 2),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 2),TAI MONG TSAI RD|逸瓏園2座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block2|1|Jconsid6.9,1
15687,20071301280084,ASP,2020-07-03,RES,blank,2017/10,9.95,0,663,0,15008,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5737689,20071301280084,E,3.0,2,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 2,大網仔路THE MEDITERRANEAN|Phase|Block2,大網仔路THE MEDITERRANEAN|Phase|Block2|3|E,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園2座,大網仔路","THE MEDITERRANEAN(BLOCK 2),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 2),TAI MONG TSAI RD|逸瓏園2座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block2|3|Econsid9.95,3
15689,20072000260050,ASP,2020-07-13,RES,blank,2017/10,6.5,0,409,0,15892,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5741388,20072000260050,L,6.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|6|L,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|6|Lconsid6.5,6
15690,20072000760239,ASP,2020-07-03,RES,blank,2016/09,96.314,0,3372,0,28563,blank,BAL:64 SF (NI) / RM:50 SF (NE) / FR:599 SF / RF:844 SF / ,5741681,20072000760239,P1,1.0,B,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block B,清水灣道MOUNT PAVILIA|Phase|BlockB,清水灣道MOUNT PAVILIA|Phase|BlockB|1|P1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧B座,清水灣道","MOUNT PAVILIA(BLOCK B),CLEAR WATER BAY RD","MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockB|1|P1consid96.314,1
15695,20072701120020,ASP,2020-07-21,RES,blank,2017/10,6.35,0,425,0,14941,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5745818,20072701120020,B,6.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|6|B,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|6|Bconsid6.35,6
15696,20072900240273,ASP,2020-07-17,RES,blank,2017/10,5.29,0,396,0,13359,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5746922,20072900240273,N,5.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|5|N,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|5|Nconsid5.29,5
