,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4759637.176470588,15431.29411764706,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5787072.0,14184.0,408.0,3583424.0,17228.0,208.0,3547232.0,17054.0,208.0,5814828.0,14796.0,393.0,3584790.0,16830.0,213.0,3447808.0,16576.0,208.0,3241888.0,15586.0,208.0,3567111.0,16747.0,213.0,9996812.0,12236.0,817.0,3578640.0,16120.0,222.0,5932212.0,13828.0,429.0,5713321.0,13969.0,409.0,3617136.0,16746.0,216.0,5097510.0,14905.0,342.0,5075714.0,14798.0,343.0,4808234.0,15662.0,307.0,4520100.0,15067.0,300.0,,0.010122909694831872,0.010115323155118316
2017-5-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-4-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-3-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-2-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-1-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-12-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-11-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-10-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-9-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-8-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-7-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-6-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-5-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-4-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-3-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-2-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2016-1-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,357.77777777777777,,
