,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4767124.333333333,14150.714285714286,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",6725052.0,15354.0,438.0,4606056.0,14763.0,312.0,4925700.0,15156.0,325.0,3273623.9999999995,14358.0,228.0,3045380.0,13780.0,221.0,3989128.0,13948.0,286.0,3956832.0,13739.0,288.0,4581736.0,13319.0,344.0,4577926.0,13231.0,346.0,4622904.0,14817.0,312.0,5895674.0,13219.0,446.0,4339182.0,13434.0,323.0,4039789.0,13511.0,299.0,3999084.0,13242.0,302.0,5348030.0,13855.0,386.0,4572633.0,14703.0,311.0,6522978.0,14119.0,462.0,4837735.0,14441.0,335.0,4884635.0,14581.0,335.0,6734432.0,14704.0,458.0,4631101.0,14891.0,311.0,,0.023012349077245586,0.02301011081619797
2019-6-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-5-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-4-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-3-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-2-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-1-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-12-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-11-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-10-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-9-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-8-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-7-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-6-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-5-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-4-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-3-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-2-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2018-1-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,336.57142857142856,,
