,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A7,npsf_A7,nfa_A7,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_A9,npsf_A9,nfa_A9,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_C1,npsf_C1,nfa_C1,lumpSum_C2,npsf_C2,nfa_C2,lumpSum_C3,npsf_C3,nfa_C3,lumpSum_C5,npsf_C5,nfa_C5,lumpSum_C6,npsf_C6,nfa_C6,lumpSum_C7,npsf_C7,nfa_C7,lumpSum_C8,npsf_C8,nfa_C8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5986937.095238095,13215.380952380952,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",11399142.0,12101.0,942.0,5976519.0,12689.0,471.0,6182728.0,13099.0,472.0,4569356.0,14324.0,319.0,4589453.0,14387.0,319.0,6438552.0,13641.0,472.0,6385818.0,13558.0,471.0,5478216.0,11832.0,463.0,8722948.0,14092.0,619.0,5836632.0,12392.0,471.0,5856750.0,13015.0,450.0,4285044.0,12868.0,333.0,4466826.0,12726.0,351.0,4628637.0,13187.0,351.0,5662953.0,12231.0,463.0,8777420.0,14180.0,619.0,6759792.0,14352.0,471.0,6354000.0,14120.0,450.0,4421241.0,13277.0,333.0,4466826.0,12726.0,351.0,4466826.0,12726.0,351.0,,0.010171863513851465,0.01017369907690524
2017-12-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-11-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-10-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-9-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-8-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-7-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-6-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-5-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-4-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-3-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-2-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2017-1-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-12-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-11-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-10-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-9-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-8-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-7-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-6-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-5-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-4-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-3-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-2-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,
2016-1-15,,,"OMA BY THE SEA(Block 2),CASTLE PEAK RD TAI LAM|OMA BY THE SEA2座,青山公路大欖段",,,942.0,,,471.0,,,472.0,,,319.0,,,319.0,,,472.0,,,471.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,,,463.0,,,619.0,,,471.0,,,450.0,,,333.0,,,351.0,,,351.0,454.3809523809524,,
