,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_24,npsf_24,nfa_24,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_28,npsf_28,nfa_28,lumpSum_29,npsf_29,nfa_29,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_change,npsf_change
2019-12-15,2722221.1153846155,7201.884615384615,26,70777749.0,187249.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1973986.0,6878.0,287.0,3320746.0,7513.0,442.0,2033969.0,7087.0,287.0,2900736.0000000005,7554.0,384.0,2037125.9999999998,7098.0,287.0,1973986.0,6878.0,287.0,2631168.0,6852.0,384.0,2810374.0,7357.0,382.0,3340615.0,7507.0,445.0,3207560.0,7208.0,445.0,3087370.0,6985.0,442.0,2666742.0,6981.0,382.0,2804760.0,7420.0,378.0,2644920.0,7110.0,372.0,2684352.0,7216.0,372.0,2673936.0,7188.0,372.0,3483896.0,7228.0,482.0,2887156.0,7558.0,382.0,2830920.0,7610.0,372.0,2695884.0,7247.0,372.0,2843940.0,7645.0,372.0,3036440.0,6901.0,440.0,3420428.0,7067.0,484.0,1984031.0,6913.0,287.0,1978003.9999999998,6892.0,287.0,2824704.0,7356.0,384.0,-0.049723528957327234,-0.04965183320475863
2017-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-12-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-11-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-10-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-9-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-8-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-7-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2016-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
